return_id,order_item_id,refund
3297,249579,3914
3298,76060,3502
3299,399880,147
3300,33303,4409
3301,40580,1547
3302,488787,3567
3303,237469,696
3304,345441,4352
3305,286952,2185
3306,297039,1078
3307,234295,3622
3308,473011,1593
3309,12325,2152
3310,290103,3486
3311,520540,2601
3312,316059,4258
3313,134603,1053
3314,385783,2232
3315,104149,3847
3316,186354,1942
3317,592582,2406
3318,223234,2510
3319,122816,1791
3320,425263,3402
3321,288880,2997
3322,589559,2804
3323,207738,4396
3324,395090,3704
3325,264123,801
3326,537770,3940
3327,61508,448
3328,579238,2272
3329,422198,4495
3330,436469,1957
3331,554050,1032
3332,160809,1345
3333,444164,698
3334,267850,2203
3335,459435,3765
3336,174085,4690
3337,383139,4867
3338,398390,1627
3339,50728,4188
3340,221555,2095
3341,16149,4808
3342,389877,1847
3343,325999,1268
3344,525112,53
3345,482931,2513
3346,594400,2447
3347,96217,737
3348,163623,3446
3349,509088,3320
3350,380568,1265
3351,443447,3959
3352,517234,3006
3353,111053,605
3354,545455,2485
3355,590354,3981
3356,443336,450
3357,430371,4573
3358,217952,1623
3359,584878,132
3360,30073,4704
3361,437712,605
3362,433304,4210
3363,68499,3739
3364,42662,61
3365,222933,1225
3366,130203,2798
3367,57838,1567
3368,438019,3540
3369,45308,1053
3370,225999,386
3371,88445,936
3372,338714,1583
3373,355240,2796
3374,127890,3753
3375,331376,3194
3376,157123,600
3377,216517,1891
3378,451279,2717
3379,574451,3314
3380,452593,1789
3381,465250,862
3382,242568,1475
3383,145989,3772
3384,470119,418
3385,436551,4665
3386,415443,2512
3387,351450,1954
3388,377921,2148
3389,245546,1758
3390,204079,67
3391,199975,3257
3392,289664,4866
3393,4880,911
3394,403776,3934
3395,578230,575
3396,357744,3659
3397,47027,4536
3398,557638,4192
3399,162299,2026
3400,149095,3543
3401,314017,3523
3402,270746,1814
3403,589463,2117
3404,32803,4282
3405,257342,637
3406,95223,617
3407,9114,824
3408,209488,2616
3409,392203,1772
3410,573002,166
3411,488175,4657
3412,569732,2227
3413,392986,845
3414,191364,768
3415,130264,3738
3416,209702,717
3417,238122,3919
3418,70481,578
3419,575493,850
3420,358910,898
3421,509284,751
3422,594383,2614
3423,62479,3580
3424,303774,2805
3425,533800,2200
3426,542635,3155
3427,87892,2916
3428,277485,904
3429,410167,3021
3430,100563,458
3431,25545,4053
3432,488949,1064
3433,207375,3726
3434,218049,64
3435,314972,1784
3436,381871,2086
3437,257845,2596
3438,98303,300
3439,535843,4218
3440,217494,3732
3441,167560,3042
3442,246484,160
3443,577828,135
3444,218454,4483
3445,143033,4157
3446,437202,2335
3447,242109,2851
3448,507720,1095
3449,101039,2242
3450,269958,4342
3451,404478,3863
3452,146483,4996
3453,51946,4032
3454,255903,3196
3455,274983,1627
3456,437184,2787
3457,270637,2321
3458,379822,4156
3459,172171,4593
3460,16792,2262
3461,76294,1888
3462,22617,538
3463,380016,1670
3464,493604,1723
3465,549060,3965
3466,317554,4764
3467,597938,2371
3468,46455,751
3469,201347,2657
3470,113912,211
3471,81132,3210
3472,566911,3605
3473,168637,3956
3474,122214,1564
3475,87433,3057
3476,96424,139
3477,499595,4016
3478,428600,591
3479,435652,2551
3480,163437,3236
3481,127459,2393
3482,96070,374
3483,57617,819
3484,177343,4489
3485,313498,3391
3486,438320,3935
3487,312425,998
3488,227679,1593
3489,577595,853
3490,303251,3172
3491,250625,920
3492,253599,2286
3493,51135,4075
3494,338584,2175
3495,202731,2089
3496,594660,2221
3497,381024,2335
3498,505672,1479
3499,211948,1299
3500,336355,1424
3501,187231,4796
3502,337388,2911
3503,523902,1272
3504,378392,3275
3505,161326,370
3506,456318,4890
3507,238463,59
3508,148382,2415
3509,95080,4698
3510,242303,2727
3511,98563,4631
3512,442162,1897
3513,4553,3274
3514,554403,2143
3515,238394,4549
3516,2651,2375
3517,190888,2468
3518,440698,717
3519,423821,4411
3520,328712,1481
3521,333879,3485
3522,471697,741
3523,182881,369
3524,487916,3199
3525,571669,4802
3526,268159,3228
3527,331086,2283
3528,429138,3418
3529,301620,4245
3530,168580,1615
3531,587025,3834
3532,169487,3421
3533,215037,840
3534,27341,3513
3535,291220,1569
3536,481835,2589
3537,506839,4610
3538,446553,2617
3539,433246,4566
3540,420883,4705
3541,265449,99
3542,441725,4956
3543,206926,150
3544,350854,2407
3545,244505,1704
3546,225807,2579
3547,272141,3262
3548,36919,2560
3549,247996,3829
3550,432059,4543
3551,530822,4585
3552,226276,1007
3553,28259,4789
3554,206430,4384
3555,329090,1015
3556,173275,2885
3557,577373,115
3558,543389,1920
3559,292119,2931
3560,212896,2031
3561,542946,3664
3562,572341,1296
3563,31214,2795
3564,5340,631
3565,169074,4231
3566,410279,3109
3567,544472,2211
3568,342644,2156
3569,212279,1914
3570,560114,3444
3571,133433,4889
3572,531336,1710
3573,77556,4746
3574,61128,4395
3575,508955,2157
3576,437016,4065
3577,242915,1881
3578,235303,4958
3579,303701,877
3580,586527,2055
3581,497381,207
3582,218140,644
3583,225276,2314
3584,343427,4756
3585,38174,2525
3586,591141,1090
3587,548808,1333
3588,472689,69
3589,96753,958
3590,30446,1653
3591,181687,3068
3592,213957,3455
3593,479582,1418
3594,513034,4366
3595,261549,4527
3596,169348,4132
3597,483859,2066
3598,174318,561
3599,298506,2571
3600,332374,4832
3601,41384,4838
3602,438355,1772
3603,509479,2735
3604,444382,2226
3605,178581,505
3606,367781,3175
3607,497795,1590
3608,362788,562
3609,70989,1094
3610,33825,2863
3611,208357,1043
3612,507395,1678
3613,42039,4913
3614,385881,4829
3615,14557,4973
3616,436252,4693
3617,417600,133
3618,319969,2741
3619,329462,3574
3620,147717,4717
3621,135293,2943
3622,495420,459
3623,432434,462
3624,50470,1014
3625,93007,1022
3626,330846,3321
3627,549547,2561
3628,439980,1727
3629,26704,550
3630,366457,4175
3631,271486,4798
3632,511504,2903
3633,260005,2751
3634,298495,4440
3635,558675,4654
3636,166867,1446
3637,26416,1512
3638,407056,3542
3639,539036,628
3640,169424,3943
3641,207509,3100
3642,380972,2433
3643,353388,4376
3644,105458,1870
3645,520175,1751
3646,341756,4632
3647,521482,3115
3648,238893,3157
3649,528754,2748
3650,201278,1851
3651,467838,4984
3652,561403,2690
3653,579579,2688
3654,438120,4439
3655,467488,3839
3656,388143,4832
3657,258934,4375
3658,531589,2887
3659,355192,4013
3660,377593,1239
3661,551137,2481
3662,499612,548
3663,382147,2905
3664,185035,2870
3665,508380,4021
3666,540137,274
3667,411150,4275
3668,545017,4926
3669,501752,1713
3670,16724,3891
3671,237280,53
3672,376810,1224
3673,325092,3247
3674,388603,2591
3675,432337,160
3676,72330,3055
3677,116755,73
3678,201916,3655
3679,2019,3896
3680,327032,3122
3681,114130,4979
3682,210886,1092
3683,416034,401
3684,209986,3510
3685,199331,4094
3686,531223,3193
3687,470395,2701
3688,185296,4809
3689,392722,1601
3690,78382,2652
3691,406613,4253
3692,236973,3861
3693,95728,2834
3694,564382,1333
3695,78001,3231
3696,310621,4019
3697,508105,4089
3698,246847,164
3699,501618,3463
3700,212680,696
3701,219261,4192
3702,436546,3208
3703,40199,4584
3704,53780,4724
3705,444806,1551
3706,439737,4873
3707,52250,2724
3708,591363,1684
3709,29963,4347
3710,343776,1132
3711,62600,3469
3712,262430,2866
3713,132993,2717
3714,359050,3420
3715,302226,446
3716,391946,1023
3717,314058,4845
3718,43674,3872
3719,398369,3155
3720,93647,1788
3721,327720,4709
3722,61421,3306
3723,84010,1988
3724,344551,933
3725,241651,3212
3726,15420,401
3727,299480,4865
3728,266414,3816
3729,474120,972
3730,238982,1838
3731,216511,1073
3732,101757,4670
3733,360796,1567
3734,376106,2838
3735,575984,684
3736,79078,1251
3737,249204,3806
3738,166635,296
3739,278297,758
3740,336355,4993
3741,289039,3850
3742,338463,757
3743,34133,1304
3744,392994,258
3745,292178,2844
3746,215847,336
3747,381121,3610
3748,334433,1641
3749,124702,1415
3750,57544,1139
3751,291823,4229
3752,489781,1811
3753,550503,633
3754,333737,2690
3755,554755,1465
3756,374951,3556
3757,537973,2347
3758,138914,1088
3759,277376,3319
3760,481008,2322
3761,15205,3720
3762,531667,4894
3763,222361,2933
3764,448475,4242
3765,53884,1168
3766,396946,3482
3767,410445,3534
3768,368179,4139
3769,321554,2278
3770,401179,4074
3771,139007,1748
3772,296909,2157
3773,588835,2248
3774,467951,3891
3775,244707,2345
3776,407776,1588
3777,442977,267
3778,43637,4855
3779,500776,4556
3780,495999,2463
3781,392234,3601
3782,118880,3539
3783,477853,729
3784,207849,237
3785,8398,2400
3786,555831,4448
3787,565629,2316
3788,536723,477
3789,544783,913
3790,568184,1996
3791,294425,3566
3792,163316,4064
3793,509217,2000
3794,336567,4649
3795,114508,3068
3796,259746,4708
3797,348356,3037
3798,305258,4783
3799,189078,2066
3800,250363,2003
3801,594866,1097
3802,500581,1114
3803,77119,4476
3804,201732,961
3805,393371,2947
3806,379351,1141
3807,114493,343
3808,517363,4352
3809,244866,2893
3810,532514,3510
3811,347454,4632
3812,543943,2619
3813,572796,2380
3814,105732,3896
3815,516280,773
3816,67987,1848
3817,351733,2539
3818,51294,4641
3819,469514,1693
3820,170595,1620
3821,465503,1773
3822,400196,2437
3823,421606,4899
3824,525048,2609
3825,533586,768
3826,365703,1905
3827,172783,3070
3828,204976,4573
3829,513329,3241
3830,239826,179
3831,577259,4380
3832,469004,133
3833,233095,3180
3834,474714,1024
3835,581669,4112
3836,430975,182
3837,103119,4596
3838,352053,4450
3839,319541,4014
3840,77134,3797
3841,318365,1555
3842,224423,1812
3843,434284,2334
3844,597760,1762
3845,566080,1262
3846,524451,3429
3847,587143,4425
3848,489903,1569
3849,516978,3741
3850,393036,260
3851,393704,1042
3852,309794,2543
3853,191244,1387
3854,122833,2304
3855,135116,1366
3856,353709,2795
3857,507867,99
3858,224856,182
3859,321150,1842
3860,322994,3416
3861,339903,298
3862,500619,1771
3863,237398,2726
3864,350257,4427
3865,100707,435
3866,471146,2803
3867,158028,2429
3868,334406,1801
3869,478335,295
3870,293289,660
3871,210416,812
3872,306157,4239
3873,65397,3313
3874,7075,2498
3875,593297,3106
3876,313654,3588
3877,391633,4338
3878,576581,571
3879,108505,4050
3880,571927,1820
3881,399048,2227
3882,406551,3421
3883,252106,4898
3884,88271,1377
3885,371683,3205
3886,267582,2649
3887,225066,2152
3888,415828,1495
3889,477121,3292
3890,430583,3330
3891,269646,4345
3892,538033,3109
3893,504385,4108
3894,478934,570
3895,9059,4514
3896,124905,3113
3897,589363,1415
3898,58051,3610
3899,210453,1472
3900,102811,4934
3901,560691,1327
3902,546508,970
3903,560466,2668
3904,146091,2820
3905,44487,1084
3906,80007,3043
3907,121608,2386
3908,65506,1903
3909,306807,832
3910,122172,3167
3911,503856,4381
3912,63679,2845
3913,220792,1285
3914,51957,1541
3915,563838,643
3916,180680,1380
3917,181479,2032
3918,22410,2537
3919,284877,2863
3920,297711,996
3921,219083,3218
3922,403676,3276
3923,303779,2859
3924,34664,4574
3925,321171,1172
3926,329305,3675
3927,438914,1550
3928,415366,3358
3929,1541,4125
3930,313922,2327
3931,431911,2843
3932,199065,1162
3933,246513,4104
3934,241295,1715
3935,329520,909
3936,126568,396
3937,432006,169
3938,251283,689
3939,402835,2626
3940,80721,2423
3941,384209,4937
3942,596913,4134
3943,513807,4323
3944,548541,2010
3945,420245,2589
3946,450020,855
3947,577294,4607
3948,505655,3988
3949,397381,4151
3950,60074,1327
3951,55673,2611
3952,533648,1586
3953,17054,4789
3954,183056,2363
3955,29148,1484
3956,214792,1189
3957,213790,2531
3958,467182,4809
3959,438364,1415
3960,20187,3973
3961,73671,3694
3962,251874,3093
3963,390122,2044
3964,598394,3380
3965,451243,864
3966,299680,3215
3967,149252,802
3968,157522,3142
3969,225417,2564
3970,426359,3442
3971,345428,681
3972,422950,1303
3973,177227,4835
3974,365197,2054
3975,251781,1327
3976,151735,1152
3977,225352,3984
3978,489395,3562
3979,160674,2470
3980,65670,205
3981,240040,2678
3982,80107,778
3983,196861,84
3984,474845,1481
3985,184266,753
3986,55931,1416
3987,568062,3434
3988,311968,934
3989,147739,4914
3990,283429,4906
3991,536395,3270
3992,512247,3881
3993,332965,4137
3994,54219,141
3995,271627,3143
3996,166095,1314
3997,569331,3233
3998,463786,276
3999,350749,4287
4000,238626,1302
4001,65840,3509
4002,166745,733
4003,507873,141
4004,400736,761
4005,369951,3253
4006,182590,2198
4007,175780,2227
4008,56954,4334
4009,593554,4508
4010,291518,1119
4011,595339,1380
4012,70170,4806
4013,405873,2937
4014,521207,344
4015,535141,4414
4016,396499,2650
4017,177035,1253
4018,92380,965
4019,342229,600
4020,359509,170
4021,33942,2599
4022,340741,1076
4023,73688,1742
4024,174975,525
4025,266174,1173
4026,229560,1441
4027,13002,2729
4028,331625,3576
4029,81095,1108
4030,154547,892
4031,153539,3522
4032,590724,2326
4033,417506,3290
4034,451983,2540
4035,590826,4074
4036,39900,592
4037,25392,4282
4038,159834,4159
4039,260027,1408
4040,560454,1813
4041,22347,4287
4042,49678,3546
4043,3565,1901
4044,349975,984
4045,473467,262
4046,434139,4626
4047,263999,294
4048,78277,225
4049,364725,1384
4050,111488,3296
4051,332959,1904
4052,402584,3864
4053,518215,3276
4054,41425,963
4055,420133,926
4056,10327,3070
4057,225071,3181
4058,172238,4826
4059,483467,3033
4060,35332,966
4061,245016,1031
4062,317223,1132
4063,140955,2183
4064,331157,3830
4065,114711,186
4066,34870,1030
4067,552696,4672
4068,31148,4913
4069,95973,514
4070,172321,3349
4071,154605,1798
4072,81178,612
4073,335423,2012
4074,515945,1499
4075,353787,1044
4076,156486,1914
4077,123720,4950
4078,407069,2551
4079,592110,3992
4080,40543,4848
4081,48770,2458
4082,337732,980
4083,108508,1300
4084,370900,1577
4085,196730,81
4086,275219,1623
4087,554992,417
4088,152985,1442
4089,303271,4189
4090,379942,2752
4091,166717,2855
4092,78454,560
4093,464266,1863
4094,81147,2816
4095,574681,4222
4096,497434,3717
4097,277652,1978
4098,100467,693
4099,247261,3860
4100,539137,483
4101,263921,2944
4102,130877,983
4103,583579,3157
4104,23548,2413
4105,413126,614
4106,360253,3345
4107,390361,3402
4108,375236,2999
4109,456286,4700
4110,358989,3245
4111,507985,2122
4112,151633,3327
4113,315833,3152
4114,147158,198
4115,576244,2403
4116,592005,1617
4117,9232,4778
4118,568452,4933
4119,253318,3420
4120,360572,2034
4121,238946,1671
4122,125855,4808
4123,117154,3522
4124,260551,3305
4125,256641,4963
4126,214594,188
4127,359447,2198
4128,545057,1556
4129,521686,2536
4130,304974,1659
4131,203999,4209
4132,478530,4492
4133,408314,431
4134,9453,3004
4135,166841,1513
4136,332652,4068
4137,561084,4132
4138,338140,4191
4139,147074,841
4140,104076,721
4141,143139,4996
4142,291503,4427
4143,419325,1084
4144,320837,750
4145,51725,3510
4146,591058,1651
4147,341334,2839
4148,328451,1818
4149,373104,4355
4150,516402,1779
4151,372305,4646
4152,516941,2998
4153,509674,2363
4154,545180,2803
4155,39423,716
4156,93554,3491
4157,111297,4824
4158,405602,4298
4159,202952,489
4160,341697,2298
4161,205672,2530
4162,57276,2180
4163,558206,1466
4164,26217,196
4165,572791,2159
4166,231382,2301
4167,236482,3053
4168,60171,917
4169,199150,3693
4170,438177,1238
4171,435658,4911
4172,349925,4104
4173,84191,3103
4174,381124,1432
4175,490811,4639
4176,304341,2490
4177,194440,418
4178,572775,3093
4179,534207,2238
4180,105962,58
4181,367664,2672
4182,99506,3500
4183,173640,3990
4184,445579,2404
4185,57506,3971
4186,84553,2581
4187,254340,2919
4188,279216,2763
4189,369460,4457
4190,120999,3127
4191,592927,4811
4192,354463,2652
4193,268854,3557
4194,303354,501
4195,286008,191
4196,547550,4128
4197,512808,4910
4198,495979,951
4199,489240,3859
4200,506400,4132
4201,420088,3709
4202,133623,486
4203,273375,2494
4204,207140,4166
4205,176692,2551
4206,475578,440
4207,497772,2840
4208,575508,4769
4209,395960,1453
4210,175441,3158
4211,216646,1900
4212,477403,729
4213,509133,1796
4214,190247,1344
4215,353906,2301
4216,111839,4439
4217,578230,445
4218,565255,4269
4219,70005,4331
4220,485910,1227
4221,246507,2500
4222,445632,1508
4223,49766,2087
4224,89435,3374
4225,221406,2036
4226,299031,560
4227,426045,1816
4228,578275,1259
4229,484390,162
4230,183635,4281
4231,482220,2441
4232,529051,2601
4233,442986,4521
4234,328818,3021
4235,167992,3850
4236,533025,3016
4237,234527,4040
4238,85130,2949
4239,212767,1673
4240,105989,1322
4241,371742,3590
4242,337370,3183
4243,369109,1034
4244,494891,4690
4245,10746,2237
4246,204358,2520
4247,259248,957
4248,419154,1070
4249,332067,2465
4250,562424,4722
4251,479039,2418
4252,227528,4569
4253,4875,2523
4254,332798,2323
4255,356961,4306
4256,130430,2915
4257,589605,3572
4258,53959,596
4259,106115,2175
4260,465886,3679
4261,513151,4312
4262,376438,3550
4263,74485,2259
4264,131158,791
4265,498721,3827
4266,2963,3625
4267,501625,455
4268,69562,1873
4269,332269,3521
4270,239135,225
4271,153554,4024
4272,332455,3814
4273,540001,4459
4274,396330,2255
4275,317850,4556
4276,34327,3069
4277,67818,3187
4278,144618,3570
4279,396534,4931
4280,267824,1834
4281,3659,70
4282,239710,975
4283,278909,1482
4284,359048,4142
4285,463757,2104
4286,182827,2991
4287,327426,2798
4288,459821,1621
4289,86877,4603
4290,174358,2599
4291,248517,4345
4292,158329,3730
4293,182115,1649
4294,395841,4390
4295,246426,1288
4296,524473,3407
4297,391159,209
4298,18098,1181
4299,173371,3089
4300,273402,4070
4301,566785,2411
4302,96941,1887
4303,588163,3934
4304,332819,2639
4305,96912,3870
4306,577756,1518
4307,464087,4453
4308,342076,3526
4309,243405,4422
4310,285192,1061
4311,395048,715
4312,424934,4072
4313,465068,1744
4314,302851,4288
4315,461198,1750
4316,146390,4612
4317,542478,111
4318,461189,2488
4319,228184,2168
4320,427601,4061
4321,428469,1291
4322,419521,1116
4323,501521,4945
4324,377622,3997
4325,317961,4952
4326,70679,632
4327,507345,4548
4328,141575,4705
4329,135046,3536
4330,422451,75
4331,559423,2824
4332,150743,419
4333,58679,4312
4334,316835,4981
4335,179032,2756
4336,110945,2180
4337,203185,2928
4338,318416,513
4339,173968,3880
4340,231384,4035
4341,292402,704
4342,33778,648
4343,495345,4440
4344,248947,208
4345,450215,3238
4346,196146,3872
4347,557822,2767
4348,29844,2629
4349,549848,1689
4350,183883,2092
4351,128880,1549
4352,195507,4926
4353,307875,4918
4354,88302,3538
4355,74213,1574
4356,344993,167
4357,517596,4848
4358,3087,610
4359,217231,2697
4360,175761,2075
4361,285026,1245
4362,507063,735
4363,141569,3031
4364,496093,1398
4365,327065,3515
4366,561727,4439
4367,257569,4176
4368,113176,3401
4369,515109,2402
4370,148452,1212
4371,101558,1448
4372,519814,897
4373,266544,2959
4374,494425,1887
4375,46550,3132
4376,459156,4887
4377,32667,2610
4378,177664,4074
4379,321788,411
4380,212509,2913
4381,486957,1198
4382,550372,719
4383,216385,4045
4384,496164,4919
4385,120528,2182
4386,245784,3907
4387,291345,4362
4388,484447,2341
4389,149656,4350
4390,390226,2841
4391,38634,2212
4392,19128,4172
4393,289712,3968
4394,319538,2575
4395,498941,1237
4396,49412,3833
4397,358458,2956
4398,401612,2685
4399,411110,147
4400,180396,413
4401,309003,4654
4402,561097,1228
4403,206571,3644
4404,122921,2998
4405,45845,514
4406,314201,1227
4407,46431,3055
4408,235300,1807
4409,128378,2946
4410,305637,703
4411,336146,3816
4412,49367,2996
4413,173907,1480
4414,41637,93
4415,189769,1261
4416,139874,1669
4417,230370,4143
4418,90606,2930
4419,538464,3113
4420,217345,4703
4421,61773,4341
4422,556523,3238
4423,587484,2111
4424,349304,297
4425,560098,3723
4426,555070,2856
4427,415133,491
4428,591594,1369
4429,521104,1242
4430,346084,3741
4431,354093,3591
4432,95676,2378
4433,372723,2964
4434,301579,3556
4435,325791,4553
4436,567536,4099
4437,236636,2296
4438,144189,3998
4439,409904,2236
4440,510048,1585
4441,57776,717
4442,87157,4277
4443,264271,2048
4444,557619,73
4445,376711,2146
4446,507163,1327
4447,199596,3467
4448,390260,3742
4449,264943,4494
4450,105454,3724
4451,586076,3987
4452,512350,3134
4453,447050,3226
4454,376735,3495
4455,83331,3116
4456,280986,2901
4457,455012,4439
4458,444428,2131
4459,400892,2945
4460,133632,240
4461,56753,1780
4462,70154,3109
4463,378678,343
4464,387571,967
4465,489718,1915
4466,78190,478
4467,267900,2485
4468,263743,868
4469,301974,342
4470,398584,423
4471,176926,4184
4472,141725,995
4473,65940,2635
4474,586648,4248
4475,403586,2636
4476,334456,4296
4477,514198,1879
4478,4493,1128
4479,214494,2869
4480,137788,3826
4481,599561,4274
4482,531928,1298
4483,455361,2266
4484,38533,799
4485,512123,3483
4486,221826,2611
4487,458357,4293
4488,536051,4263
4489,494679,2098
4490,283416,1015
4491,504294,3632
4492,113190,4075
4493,78844,4931
4494,141933,4516
4495,424539,4254
4496,125340,3846
4497,120856,4431
4498,518209,1777
4499,222032,582
4500,477352,3509
4501,307152,4267
4502,565190,4114
4503,90070,3918
4504,4825,988
4505,436160,4808
4506,220477,2858
4507,15328,4556
4508,395538,3567
4509,228858,891
4510,349506,3777
4511,169928,267
4512,12493,431
4513,130627,4747
4514,154377,1935
4515,570515,1539
4516,441542,1666
4517,452458,4254
4518,139719,2128
4519,89618,4336
4520,281265,1961
4521,283511,3872
4522,302507,2286
4523,491260,1536
4524,539776,2254
4525,435361,1818
4526,433639,3176
4527,584274,1795
4528,435992,262
4529,190119,1268
4530,393868,4043
4531,498486,1492
4532,594699,3989
4533,530277,475
4534,529525,3605
4535,170337,3140
4536,289546,2709
4537,551829,878
4538,58428,3558
4539,232257,534
4540,347355,3850
4541,307133,298
4542,271827,2143
4543,385278,490
4544,101035,2035
4545,262177,2454
4546,262052,4656
4547,396340,3359
4548,286321,2275
4549,24648,4561
4550,480982,3214
4551,538745,3624
4552,294130,337
4553,38068,4046
4554,426816,1002
4555,175325,2840
4556,307924,3267
4557,235394,4175
4558,109783,4261
4559,591748,3434
4560,66532,4681
4561,121800,1645
4562,540531,2459
4563,477402,3993
4564,520719,2127
4565,376475,4786
4566,126758,185
4567,220408,1308
4568,187628,4356
4569,481051,3978
4570,326532,4349
4571,438796,2413
4572,265500,3163
4573,342215,1454
4574,331926,408
4575,243847,4477
4576,165048,563
4577,590842,1129
4578,101575,4861
4579,409452,305
4580,259706,2019
4581,96429,1302
4582,565282,1201
4583,219498,309
4584,72950,4578
4585,582523,1811
4586,392539,3798
4587,225925,1203
4588,474787,3984
4589,133199,3322
4590,266333,4535
4591,319466,557
4592,181753,1727
4593,218529,4076
4594,408658,4674
4595,270260,2159
4596,317987,3652
4597,322912,1940
4598,568547,472
4599,179205,3310
4600,504706,4396
4601,93044,329
4602,335748,490
4603,317427,4080
4604,165830,824
4605,164040,3529
4606,63701,3885
4607,125658,3344
4608,377987,1627
4609,543534,1844
4610,471885,479
4611,179470,3992
4612,55491,412
4613,433281,1628
4614,439212,3829
4615,90029,2575
4616,81232,3820
4617,492162,527
4618,207215,3588
4619,412092,4901
4620,447247,4152
4621,251962,2533
4622,91518,4564
4623,206877,4263
4624,541604,1808
4625,368039,2144
4626,109005,863
4627,531598,894
4628,372921,2350
4629,110972,2659
4630,504764,1929
4631,131528,3890
4632,96908,2919
4633,560160,4921
4634,78835,2951
4635,358754,937
4636,431627,2627
4637,97557,4229
4638,542392,267
4639,430481,3639
4640,434975,4438
4641,257604,1258
4642,18510,219
4643,545358,4630
4644,193158,2499
4645,497082,3239
4646,436299,325
4647,23435,2161
4648,88297,1132
4649,90715,3083
4650,595926,2164
4651,160874,2004
4652,474977,2381
4653,299454,3766
4654,486976,2653
4655,479717,2965
4656,243537,4569
4657,223581,275
4658,60125,1450
4659,428685,1832
4660,144199,2656
4661,491787,1889
4662,169757,4587
4663,383605,1096
4664,123371,3619
4665,90520,1361
4666,466415,2329
4667,188988,4225
4668,382967,4981
4669,206484,3450
4670,562762,2462
4671,7595,3790
4672,368449,2848
4673,317398,4747
4674,538056,3102
4675,27668,3935
4676,384807,963
4677,18238,4539
4678,307751,1388
4679,204761,661
4680,22931,4752
4681,186423,1788
4682,133497,1502
4683,186329,4506
4684,13455,3039
4685,551512,4136
4686,588431,4227
4687,215467,2998
4688,225221,1650
4689,154218,879
4690,145352,2537
4691,226079,4610
4692,234725,1395
4693,144795,1477
4694,372929,138
4695,49259,3797
4696,375508,2023
4697,401356,2587
4698,61768,2583
4699,534044,3934
4700,496329,597
4701,440861,1463
4702,322420,2612
4703,194788,960
4704,435626,3210
4705,133424,1901
4706,181396,3036
4707,155988,1584
4708,504485,484
4709,59984,3562
4710,243326,998
4711,259028,1757
4712,13887,3782
4713,547972,2725
4714,168502,926
4715,274825,2025
4716,447160,2721
4717,466536,4275
4718,226536,4447
4719,43305,4622
4720,401285,1880
4721,91063,4145
4722,259818,1781
4723,84504,4398
4724,372953,3921
4725,39747,2669
4726,300981,2365
4727,581001,4544
4728,538190,4912
4729,21479,446
4730,458977,4490
4731,505110,3224
4732,401388,2453
4733,584935,3926
4734,497207,171
4735,34835,1284
4736,527034,1510
4737,312483,1045
4738,127885,1405
4739,97136,3923
4740,105456,4714
4741,11145,1074
4742,338797,3085
4743,371392,3669
4744,163486,2641
4745,324662,1682
4746,343116,961
4747,327390,3585
4748,140330,1072
4749,413650,471
4750,32704,3053
4751,150646,1048
4752,10501,3918
4753,350739,3733
4754,521619,1305
4755,559935,2837
4756,371801,1894
4757,478862,3639
4758,139778,447
4759,97925,2458
4760,541202,4258
4761,516945,2996
4762,203504,3615
4763,368738,2863
4764,227648,3885
4765,248141,60
4766,90323,802
4767,219033,3840
4768,459185,1424
4769,809,4475
4770,446807,2017
4771,432045,3007
4772,247637,1432
4773,569841,3723
4774,528948,1343
4775,25039,3815
4776,504583,4601
4777,215431,3235
4778,57474,4487
4779,198946,2860
4780,581366,1399
4781,286210,2860
4782,499284,1468
4783,277376,4037
4784,14348,1440
4785,365554,2475
4786,20790,4095
4787,401866,4743
4788,271628,4613
4789,116742,1544
4790,378476,673
4791,468800,2439
4792,526349,541
4793,473017,191
4794,476837,2464
4795,204356,2498
4796,343878,3056
4797,98352,3612
4798,380835,1245
4799,217464,2114
4800,342710,3852
4801,248463,2011
4802,457561,1055
4803,150404,2476
4804,502705,883
4805,36802,1790
4806,386919,1906
4807,144474,4473
4808,41145,4431
4809,303022,3457
4810,447402,3797
4811,478104,2753
4812,343028,1146
4813,566420,2297
4814,210170,458
4815,178381,951
4816,55449,1145
4817,418301,4209
4818,156270,2086
4819,251824,2014
4820,490225,434
4821,54776,4956
4822,365808,3561
4823,391748,1418
4824,196822,3740
4825,186477,1938
4826,37982,3955
4827,506358,2437
4828,218079,3664
4829,298805,718
4830,409057,2481
4831,462645,2996
4832,588915,2873
4833,515854,1910
4834,578179,3847
4835,261700,607
4836,458208,1827
4837,260313,3745
4838,539650,2661
4839,362931,2681
4840,141837,4024
4841,39679,578
4842,416960,2387
4843,442244,3853
4844,191861,4723
4845,346844,1870
4846,221861,3407
4847,155118,2662
4848,285179,1700
4849,308022,288
4850,288685,559
4851,279215,4835
4852,56155,121
4853,509919,4600
4854,571246,1964
4855,544191,412
4856,157348,1981
4857,261507,578
4858,548424,2295
4859,87347,4344
4860,143658,4235
4861,308444,2242
4862,510091,1567
4863,171560,3724
4864,571018,4506
4865,305198,2418
4866,57910,3990
4867,482238,988
4868,160397,588
4869,212524,3298
4870,300956,4017
4871,148017,888
4872,516102,334
4873,416485,3033
4874,180588,3346
4875,430247,2444
4876,503646,278
4877,497850,1190
4878,504016,3732
4879,256223,1765
4880,521782,1889
4881,11727,3414
4882,66711,4824
