payment_id,order_id,amount
26734,26734,13313
26735,26735,15002
26736,26736,10286
26737,26737,18802
26738,26738,17828
26739,26739,531
26740,26740,7654
26741,26741,18947
26742,26742,1341
26743,26743,8581
26744,26744,3059
26745,26745,11132
26746,26746,5616
26747,26747,8773
26748,26748,16998
26749,26749,14216
26750,26750,9470
26751,26751,3306
26752,26752,14038
26753,26753,15410
26754,26754,4096
26755,26755,8887
26756,26756,19900
26757,26757,18747
26758,26758,14769
26759,26759,6063
26760,26760,14966
26761,26761,13577
26762,26762,558
26763,26763,3533
26764,26764,9709
26765,26765,170
26766,26766,9945
26767,26767,19260
26768,26768,11030
26769,26769,14242
26770,26770,14527
26771,26771,1837
26772,26772,8920
26773,26773,14693
26774,26774,7176
26775,26775,10999
26776,26776,13316
26777,26777,12021
26778,26778,2709
26779,26779,9863
26780,26780,15010
26781,26781,1770
26782,26782,2801
26783,26783,8948
26784,26784,17376
26785,26785,789
26786,26786,13098
26787,26787,8098
26788,26788,18433
26789,26789,705
26790,26790,13731
26791,26791,17311
26792,26792,9387
26793,26793,13824
26794,26794,16216
26795,26795,17419
26796,26796,3088
26797,26797,18777
26798,26798,12439
26799,26799,5933
26800,26800,2978
26801,26801,2991
26802,26802,13378
26803,26803,18967
26804,26804,2845
26805,26805,4751
26806,26806,10812
26807,26807,17908
26808,26808,6481
26809,26809,7318
26810,26810,16826
26811,26811,18317
26812,26812,11427
26813,26813,6906
26814,26814,6352
26815,26815,1231
26816,26816,13312
26817,26817,361
26818,26818,5370
26819,26819,3542
26820,26820,2029
26821,26821,14994
26822,26822,16973
26823,26823,14822
26824,26824,2907
26825,26825,8854
26826,26826,7181
26827,26827,18058
26828,26828,6702
26829,26829,1730
26830,26830,10507
26831,26831,9451
26832,26832,11625
26833,26833,11672
26834,26834,777
26835,26835,13506
26836,26836,13792
26837,26837,8817
26838,26838,15444
26839,26839,9926
26840,26840,12955
26841,26841,14865
26842,26842,14178
26843,26843,14298
26844,26844,13780
26845,26845,17034
26846,26846,4866
26847,26847,18603
26848,26848,7163
26849,26849,4645
26850,26850,3289
26851,26851,11359
26852,26852,6080
26853,26853,3145
26854,26854,1215
26855,26855,18062
26856,26856,15905
26857,26857,17549
26858,26858,15170
26859,26859,4336
26860,26860,6956
26861,26861,13104
26862,26862,14678
26863,26863,2130
26864,26864,15914
26865,26865,9817
26866,26866,17006
26867,26867,1452
26868,26868,12839
26869,26869,10096
26870,26870,8779
26871,26871,8730
26872,26872,18619
26873,26873,10219
26874,26874,10211
26875,26875,2068
26876,26876,16207
26877,26877,13347
26878,26878,18269
26879,26879,6218
26880,26880,13941
26881,26881,12038
26882,26882,13223
26883,26883,7139
26884,26884,3039
26885,26885,18348
26886,26886,16709
26887,26887,5146
26888,26888,9565
26889,26889,9499
26890,26890,16738
26891,26891,686
26892,26892,605
26893,26893,15813
26894,26894,8870
26895,26895,6708
26896,26896,15184
26897,26897,11037
26898,26898,17568
26899,26899,19687
26900,26900,7864
26901,26901,6976
26902,26902,14712
26903,26903,18728
26904,26904,1762
26905,26905,1631
26906,26906,6690
26907,26907,472
26908,26908,17659
26909,26909,8621
26910,26910,3857
26911,26911,795
26912,26912,10559
26913,26913,10180
26914,26914,13159
26915,26915,8456
26916,26916,8467
26917,26917,11108
26918,26918,17719
26919,26919,9815
26920,26920,19732
26921,26921,4119
26922,26922,853
26923,26923,15403
26924,26924,8198
26925,26925,3282
26926,26926,5993
26927,26927,15446
26928,26928,2140
26929,26929,18025
26930,26930,19781
26931,26931,5186
26932,26932,17216
26933,26933,4270
26934,26934,14137
26935,26935,4428
26936,26936,417
26937,26937,9767
26938,26938,9312
26939,26939,11490
26940,26940,5593
26941,26941,13403
26942,26942,14047
26943,26943,6759
26944,26944,17617
26945,26945,2721
26946,26946,3707
26947,26947,2930
26948,26948,11228
26949,26949,15437
26950,26950,13856
26951,26951,11283
26952,26952,6684
26953,26953,3195
26954,26954,703
26955,26955,8224
26956,26956,10165
26957,26957,2739
26958,26958,11148
26959,26959,9249
26960,26960,6452
26961,26961,19210
26962,26962,1222
26963,26963,17417
26964,26964,13093
26965,26965,1828
26966,26966,1911
26967,26967,2972
26968,26968,6108
26969,26969,16197
26970,26970,16021
26971,26971,133
26972,26972,9139
26973,26973,675
26974,26974,6144
26975,26975,16534
26976,26976,9794
26977,26977,17505
26978,26978,6074
26979,26979,18355
26980,26980,12484
26981,26981,13241
26982,26982,1144
26983,26983,10535
26984,26984,15574
26985,26985,6618
26986,26986,7692
26987,26987,14748
26988,26988,16181
26989,26989,17409
26990,26990,5780
26991,26991,18557
26992,26992,2154
26993,26993,7439
26994,26994,12393
26995,26995,8421
26996,26996,6674
26997,26997,6383
26998,26998,19991
26999,26999,12135
27000,27000,12636
27001,27001,9626
27002,27002,3837
27003,27003,12199
27004,27004,10836
27005,27005,15452
27006,27006,11500
27007,27007,439
27008,27008,19461
27009,27009,9691
27010,27010,11518
27011,27011,5300
27012,27012,11170
27013,27013,10685
27014,27014,12304
27015,27015,18259
27016,27016,19130
27017,27017,12796
27018,27018,10130
27019,27019,10442
27020,27020,12950
27021,27021,19471
27022,27022,10404
27023,27023,10272
27024,27024,4414
27025,27025,4225
27026,27026,13197
27027,27027,3743
27028,27028,4701
27029,27029,16101
27030,27030,12097
27031,27031,5877
27032,27032,7764
27033,27033,10772
27034,27034,15337
27035,27035,10366
27036,27036,4038
27037,27037,16812
27038,27038,7900
27039,27039,5317
27040,27040,16637
27041,27041,19750
27042,27042,6569
27043,27043,11803
27044,27044,12299
27045,27045,12060
27046,27046,7543
27047,27047,8782
27048,27048,1745
27049,27049,7255
27050,27050,14793
27051,27051,8025
27052,27052,10079
27053,27053,19385
27054,27054,2417
27055,27055,6715
27056,27056,14829
27057,27057,14423
27058,27058,17687
27059,27059,6742
27060,27060,6133
27061,27061,17546
27062,27062,13195
27063,27063,18342
27064,27064,13739
27065,27065,14536
27066,27066,3053
27067,27067,12964
27068,27068,8389
27069,27069,7314
27070,27070,6121
27071,27071,3964
27072,27072,707
27073,27073,10917
27074,27074,12502
27075,27075,9766
27076,27076,5859
27077,27077,3850
27078,27078,7496
27079,27079,10406
27080,27080,17458
27081,27081,2994
27082,27082,2259
27083,27083,1704
27084,27084,13983
27085,27085,15609
27086,27086,6220
27087,27087,4697
27088,27088,7232
27089,27089,15043
27090,27090,19884
27091,27091,13913
27092,27092,9478
27093,27093,18260
27094,27094,14670
27095,27095,5295
27096,27096,9854
27097,27097,3020
27098,27098,7122
27099,27099,395
27100,27100,4284
27101,27101,692
27102,27102,13306
27103,27103,16938
27104,27104,9652
27105,27105,3696
27106,27106,19769
27107,27107,19068
27108,27108,19541
27109,27109,12127
27110,27110,7168
27111,27111,10396
27112,27112,6818
27113,27113,14695
27114,27114,12844
27115,27115,7286
27116,27116,3018
27117,27117,15563
27118,27118,15975
27119,27119,19559
27120,27120,4305
27121,27121,15265
27122,27122,18471
27123,27123,1404
27124,27124,19504
27125,27125,8182
27126,27126,14559
27127,27127,6138
27128,27128,7405
27129,27129,4586
27130,27130,545
27131,27131,14843
27132,27132,15630
27133,27133,15137
27134,27134,13851
27135,27135,561
27136,27136,9364
27137,27137,11594
27138,27138,1868
27139,27139,15314
27140,27140,2272
27141,27141,1789
27142,27142,18659
27143,27143,2214
27144,27144,8083
27145,27145,574
27146,27146,15186
27147,27147,11798
27148,27148,10985
27149,27149,18164
27150,27150,7512
27151,27151,9549
27152,27152,13049
27153,27153,3297
27154,27154,14979
27155,27155,13666
27156,27156,10987
27157,27157,3636
27158,27158,7463
27159,27159,12350
27160,27160,1290
27161,27161,267
27162,27162,13045
27163,27163,12779
27164,27164,7683
27165,27165,9101
27166,27166,16134
27167,27167,15715
27168,27168,1670
27169,27169,11320
27170,27170,224
27171,27171,13913
27172,27172,19381
27173,27173,9928
27174,27174,16267
27175,27175,9650
27176,27176,7848
27177,27177,9575
27178,27178,10072
27179,27179,11258
27180,27180,6544
27181,27181,17518
27182,27182,8082
27183,27183,17977
27184,27184,3163
27185,27185,13178
27186,27186,5490
27187,27187,10067
27188,27188,13694
27189,27189,13406
27190,27190,9930
27191,27191,17262
27192,27192,11623
27193,27193,5133
27194,27194,11078
27195,27195,3622
27196,27196,6579
27197,27197,16904
27198,27198,2339
27199,27199,10255
27200,27200,3644
27201,27201,3930
27202,27202,16772
27203,27203,17322
27204,27204,15397
27205,27205,7453
27206,27206,9462
27207,27207,8823
27208,27208,17302
27209,27209,13478
27210,27210,17197
27211,27211,570
27212,27212,17914
27213,27213,10644
27214,27214,8523
27215,27215,4635
27216,27216,13404
27217,27217,240
27218,27218,7266
27219,27219,382
27220,27220,10856
27221,27221,8433
27222,27222,11164
27223,27223,4228
27224,27224,1117
27225,27225,10688
27226,27226,12483
27227,27227,8286
27228,27228,2191
27229,27229,16338
27230,27230,19781
27231,27231,16222
27232,27232,10582
27233,27233,13341
27234,27234,12359
27235,27235,8409
27236,27236,12050
27237,27237,8793
27238,27238,2897
27239,27239,6527
27240,27240,3323
27241,27241,7914
27242,27242,12559
27243,27243,15337
27244,27244,9817
27245,27245,17233
27246,27246,6005
27247,27247,2465
27248,27248,12722
27249,27249,551
27250,27250,10817
27251,27251,18839
27252,27252,1816
27253,27253,19015
27254,27254,14184
27255,27255,15134
27256,27256,10476
27257,27257,9871
27258,27258,14857
27259,27259,19609
27260,27260,3546
27261,27261,6304
27262,27262,11798
27263,27263,205
27264,27264,16769
27265,27265,11328
27266,27266,7507
27267,27267,6018
27268,27268,3698
27269,27269,1616
27270,27270,8693
27271,27271,17044
27272,27272,14772
27273,27273,19337
27274,27274,17158
27275,27275,11905
27276,27276,14908
27277,27277,13839
27278,27278,912
27279,27279,6973
27280,27280,10137
27281,27281,10704
27282,27282,10871
27283,27283,8948
27284,27284,5158
27285,27285,13787
27286,27286,9955
27287,27287,17167
27288,27288,12042
27289,27289,19676
27290,27290,388
27291,27291,11210
27292,27292,6442
27293,27293,2351
27294,27294,14492
27295,27295,12134
27296,27296,18155
27297,27297,19613
27298,27298,8396
27299,27299,2170
27300,27300,19993
27301,27301,2449
27302,27302,2202
27303,27303,7991
27304,27304,10510
27305,27305,14972
27306,27306,18989
27307,27307,13347
27308,27308,2905
27309,27309,2239
27310,27310,6101
27311,27311,15668
27312,27312,2983
27313,27313,12479
27314,27314,9190
27315,27315,12413
27316,27316,1104
27317,27317,10814
27318,27318,6683
27319,27319,6266
27320,27320,8948
27321,27321,13616
27322,27322,1726
27323,27323,17838
27324,27324,8706
27325,27325,16342
27326,27326,17207
27327,27327,1555
27328,27328,3248
27329,27329,7204
27330,27330,14981
27331,27331,14956
27332,27332,15624
27333,27333,13132
27334,27334,14743
27335,27335,19073
27336,27336,6605
27337,27337,12507
27338,27338,11352
27339,27339,15030
27340,27340,13666
27341,27341,16890
27342,27342,2666
27343,27343,7261
27344,27344,12519
27345,27345,19296
27346,27346,8869
27347,27347,14334
27348,27348,13215
27349,27349,2854
27350,27350,16168
27351,27351,14304
27352,27352,17310
27353,27353,6874
27354,27354,9279
27355,27355,18997
27356,27356,5799
27357,27357,3030
27358,27358,17848
27359,27359,14075
27360,27360,18051
27361,27361,6234
27362,27362,12159
27363,27363,16549
27364,27364,19676
27365,27365,9823
27366,27366,2219
27367,27367,14541
27368,27368,9388
27369,27369,14174
27370,27370,8928
27371,27371,12083
27372,27372,3335
27373,27373,9479
27374,27374,11922
27375,27375,4254
27376,27376,14074
27377,27377,5897
27378,27378,19534
27379,27379,1457
27380,27380,4817
27381,27381,6463
27382,27382,16998
27383,27383,2636
27384,27384,5048
27385,27385,13919
27386,27386,8608
27387,27387,6775
27388,27388,7482
27389,27389,13029
27390,27390,14138
27391,27391,10791
27392,27392,15608
27393,27393,12908
27394,27394,2407
27395,27395,14098
27396,27396,13420
27397,27397,7264
27398,27398,6977
27399,27399,16547
27400,27400,4446
27401,27401,3765
27402,27402,8992
27403,27403,11863
27404,27404,493
27405,27405,11057
27406,27406,16248
27407,27407,1145
27408,27408,3219
27409,27409,8967
27410,27410,1708
27411,27411,15552
27412,27412,16898
27413,27413,3753
27414,27414,12060
27415,27415,18182
27416,27416,4674
27417,27417,6861
27418,27418,11734
27419,27419,17701
27420,27420,8571
27421,27421,14241
27422,27422,5988
27423,27423,5781
27424,27424,11712
27425,27425,4275
27426,27426,16244
27427,27427,9050
27428,27428,19846
27429,27429,15485
27430,27430,3719
27431,27431,5817
27432,27432,3269
27433,27433,3410
27434,27434,9706
27435,27435,9092
27436,27436,12437
27437,27437,10325
27438,27438,3615
27439,27439,5426
27440,27440,9023
27441,27441,10754
27442,27442,13315
27443,27443,12840
27444,27444,19503
27445,27445,19919
27446,27446,7427
27447,27447,756
27448,27448,2806
27449,27449,10175
27450,27450,146
27451,27451,13917
27452,27452,10017
27453,27453,6698
27454,27454,8141
27455,27455,19723
27456,27456,18668
27457,27457,1499
27458,27458,17364
27459,27459,6828
27460,27460,10349
27461,27461,12386
27462,27462,10873
27463,27463,18874
27464,27464,3350
27465,27465,14782
27466,27466,1134
27467,27467,14156
27468,27468,3281
27469,27469,12225
27470,27470,19128
27471,27471,19967
27472,27472,14813
27473,27473,17125
27474,27474,13726
27475,27475,8396
27476,27476,12167
27477,27477,19283
27478,27478,10685
27479,27479,4204
27480,27480,9649
27481,27481,9532
27482,27482,9522
27483,27483,7435
27484,27484,14641
27485,27485,15391
27486,27486,6612
27487,27487,18823
27488,27488,17914
27489,27489,7314
27490,27490,4282
27491,27491,314
27492,27492,10938
27493,27493,4687
27494,27494,16228
27495,27495,6200
27496,27496,12990
27497,27497,19012
27498,27498,4273
27499,27499,8388
27500,27500,14865
27501,27501,11195
27502,27502,366
27503,27503,264
27504,27504,1997
27505,27505,2764
27506,27506,14172
27507,27507,10596
27508,27508,537
27509,27509,6260
27510,27510,1924
27511,27511,9201
27512,27512,17584
27513,27513,14317
27514,27514,6637
27515,27515,3269
27516,27516,7698
27517,27517,629
27518,27518,10849
27519,27519,11656
27520,27520,12624
27521,27521,12896
27522,27522,19111
27523,27523,6567
27524,27524,17596
27525,27525,14579
27526,27526,12778
27527,27527,16386
27528,27528,16505
27529,27529,17278
27530,27530,12802
27531,27531,5741
27532,27532,12146
27533,27533,16638
27534,27534,7608
27535,27535,13290
27536,27536,18804
27537,27537,10142
27538,27538,9589
27539,27539,10668
27540,27540,753
27541,27541,2301
27542,27542,19803
27543,27543,18643
27544,27544,9867
27545,27545,4090
27546,27546,4011
27547,27547,1713
27548,27548,7077
27549,27549,3064
27550,27550,1495
27551,27551,4321
27552,27552,3849
27553,27553,6248
27554,27554,6105
27555,27555,11885
27556,27556,645
27557,27557,8935
27558,27558,16072
27559,27559,10678
27560,27560,16039
27561,27561,408
27562,27562,12002
27563,27563,15737
27564,27564,8029
27565,27565,13312
27566,27566,11514
27567,27567,17162
27568,27568,2617
27569,27569,3322
27570,27570,8121
27571,27571,14069
27572,27572,14344
27573,27573,10151
27574,27574,18556
27575,27575,4305
27576,27576,17375
27577,27577,16770
27578,27578,2000
27579,27579,13483
27580,27580,10907
27581,27581,1256
27582,27582,7733
27583,27583,2294
27584,27584,6436
27585,27585,16860
27586,27586,18713
27587,27587,297
27588,27588,15382
27589,27589,8716
27590,27590,8898
27591,27591,17543
27592,27592,14559
27593,27593,16622
27594,27594,558
27595,27595,1818
27596,27596,10276
27597,27597,14559
27598,27598,7219
27599,27599,1730
27600,27600,13071
27601,27601,9643
27602,27602,17173
27603,27603,19188
27604,27604,3163
27605,27605,14745
27606,27606,12064
27607,27607,19789
27608,27608,8529
27609,27609,2154
27610,27610,10631
27611,27611,11648
27612,27612,16442
27613,27613,13358
27614,27614,2641
27615,27615,1901
27616,27616,5745
27617,27617,17957
27618,27618,4761
27619,27619,4783
27620,27620,7405
27621,27621,7425
27622,27622,9150
27623,27623,15220
27624,27624,10159
27625,27625,10706
27626,27626,11849
27627,27627,4744
27628,27628,12106
27629,27629,5182
27630,27630,13443
27631,27631,18975
27632,27632,9262
27633,27633,2501
27634,27634,9742
27635,27635,14995
27636,27636,14857
27637,27637,7811
27638,27638,9169
27639,27639,13149
27640,27640,2505
27641,27641,5311
27642,27642,9178
27643,27643,5156
27644,27644,5016
27645,27645,12166
27646,27646,19058
27647,27647,13962
27648,27648,5859
27649,27649,17129
27650,27650,15285
27651,27651,10309
27652,27652,18638
27653,27653,2586
27654,27654,14727
27655,27655,8258
27656,27656,10757
27657,27657,16958
27658,27658,12957
27659,27659,1934
27660,27660,17177
27661,27661,15311
27662,27662,14658
27663,27663,6507
27664,27664,371
27665,27665,1931
27666,27666,6658
27667,27667,19798
27668,27668,15079
27669,27669,10880
27670,27670,500
27671,27671,12514
27672,27672,12127
27673,27673,14979
27674,27674,5380
27675,27675,2207
27676,27676,11552
27677,27677,16866
27678,27678,10795
27679,27679,8788
27680,27680,2826
27681,27681,10642
27682,27682,16445
27683,27683,9894
27684,27684,16074
27685,27685,2545
27686,27686,18558
27687,27687,6807
27688,27688,7783
27689,27689,7723
27690,27690,12121
27691,27691,12302
27692,27692,12330
27693,27693,2348
27694,27694,18911
27695,27695,1048
27696,27696,9600
27697,27697,3345
27698,27698,18500
27699,27699,10179
27700,27700,598
27701,27701,15299
27702,27702,3324
27703,27703,3553
27704,27704,518
27705,27705,16681
27706,27706,18790
27707,27707,16111
27708,27708,1341
27709,27709,9726
27710,27710,11435
27711,27711,4174
27712,27712,8619
27713,27713,11538
27714,27714,5963
27715,27715,9862
27716,27716,17527
27717,27717,6410
27718,27718,17598
27719,27719,14030
27720,27720,16375
27721,27721,11811
27722,27722,13233
27723,27723,1920
27724,27724,1535
27725,27725,13891
27726,27726,15474
27727,27727,110
27728,27728,9071
27729,27729,8341
27730,27730,4686
27731,27731,19694
27732,27732,13690
27733,27733,147
27734,27734,3186
27735,27735,13345
27736,27736,3808
27737,27737,1793
27738,27738,14584
27739,27739,10369
27740,27740,7634
27741,27741,7958
27742,27742,14512
27743,27743,12936
27744,27744,8322
27745,27745,7592
27746,27746,13977
27747,27747,18880
27748,27748,11578
27749,27749,13969
27750,27750,4596
27751,27751,12980
27752,27752,1187
27753,27753,974
27754,27754,6430
27755,27755,8441
27756,27756,15143
27757,27757,13327
27758,27758,16534
27759,27759,19961
27760,27760,6089
27761,27761,11320
27762,27762,11523
27763,27763,5741
27764,27764,4428
27765,27765,17032
27766,27766,10033
27767,27767,11322
27768,27768,13572
27769,27769,18954
27770,27770,1316
27771,27771,7739
27772,27772,19236
27773,27773,15637
27774,27774,10144
27775,27775,5229
27776,27776,8275
27777,27777,15568
27778,27778,2803
27779,27779,18144
27780,27780,6992
27781,27781,16857
27782,27782,5572
27783,27783,13596
27784,27784,13370
27785,27785,3261
27786,27786,1595
27787,27787,7891
27788,27788,10090
27789,27789,2838
27790,27790,6699
27791,27791,15164
27792,27792,3177
27793,27793,12157
27794,27794,4495
27795,27795,9895
27796,27796,5449
27797,27797,8892
27798,27798,8396
27799,27799,11605
27800,27800,16119
27801,27801,11010
27802,27802,19221
27803,27803,5216
27804,27804,18678
27805,27805,6601
27806,27806,18076
27807,27807,6722
27808,27808,7438
27809,27809,17856
27810,27810,2399
27811,27811,9537
27812,27812,10703
27813,27813,1295
27814,27814,3301
27815,27815,5029
27816,27816,15000
27817,27817,5337
27818,27818,12054
27819,27819,6124
27820,27820,9055
27821,27821,16827
27822,27822,16015
27823,27823,12131
27824,27824,15236
27825,27825,6806
27826,27826,4466
27827,27827,1275
27828,27828,13594
27829,27829,2360
27830,27830,15616
27831,27831,11586
27832,27832,3089
27833,27833,2815
27834,27834,13992
27835,27835,6298
27836,27836,2621
27837,27837,16247
27838,27838,12353
27839,27839,8081
27840,27840,8762
27841,27841,8982
27842,27842,3166
27843,27843,10065
27844,27844,11147
27845,27845,5164
27846,27846,8548
27847,27847,11862
27848,27848,17677
27849,27849,4384
27850,27850,16874
27851,27851,19249
27852,27852,1924
27853,27853,4012
27854,27854,16468
27855,27855,17840
27856,27856,2438
27857,27857,9621
27858,27858,13232
27859,27859,16261
27860,27860,12408
27861,27861,13627
27862,27862,16338
27863,27863,9366
27864,27864,14239
27865,27865,13287
27866,27866,16834
27867,27867,9841
27868,27868,2500
27869,27869,15211
27870,27870,7863
27871,27871,5120
27872,27872,2498
27873,27873,12874
27874,27874,2118
27875,27875,8568
27876,27876,11890
27877,27877,12417
27878,27878,5986
27879,27879,14670
27880,27880,1819
27881,27881,19303
27882,27882,19072
27883,27883,8704
27884,27884,6712
27885,27885,1674
27886,27886,13381
27887,27887,15259
27888,27888,5986
27889,27889,19983
27890,27890,9701
27891,27891,11501
27892,27892,13016
27893,27893,2467
27894,27894,19873
27895,27895,8055
27896,27896,11530
27897,27897,12479
27898,27898,6127
27899,27899,17469
27900,27900,2467
27901,27901,13272
27902,27902,10613
27903,27903,3560
27904,27904,12572
27905,27905,18448
27906,27906,16084
27907,27907,5904
27908,27908,8477
27909,27909,6050
27910,27910,5712
27911,27911,101
27912,27912,5353
27913,27913,19874
27914,27914,15514
27915,27915,2369
27916,27916,5600
27917,27917,6300
27918,27918,13996
27919,27919,10459
27920,27920,12054
27921,27921,2893
27922,27922,18164
27923,27923,6771
27924,27924,5595
27925,27925,413
27926,27926,10182
27927,27927,1601
27928,27928,3381
27929,27929,19988
27930,27930,9593
27931,27931,1182
27932,27932,5026
27933,27933,8737
27934,27934,13381
27935,27935,14826
27936,27936,1568
27937,27937,1597
27938,27938,3309
27939,27939,8837
27940,27940,10541
27941,27941,17443
27942,27942,16904
27943,27943,6085
27944,27944,18673
27945,27945,14721
27946,27946,3012
27947,27947,2059
27948,27948,275
27949,27949,5300
27950,27950,6798
27951,27951,15262
27952,27952,7920
27953,27953,11286
27954,27954,16977
27955,27955,3421
27956,27956,8438
27957,27957,6995
27958,27958,475
27959,27959,3336
27960,27960,5007
27961,27961,366
27962,27962,1721
27963,27963,18057
27964,27964,12279
27965,27965,14565
27966,27966,3403
27967,27967,16346
27968,27968,18516
27969,27969,11850
27970,27970,19428
27971,27971,4793
27972,27972,2331
27973,27973,3693
27974,27974,15962
27975,27975,2686
27976,27976,19061
27977,27977,9107
27978,27978,15688
27979,27979,10338
27980,27980,6734
27981,27981,10706
27982,27982,4035
27983,27983,19419
27984,27984,17344
27985,27985,11197
27986,27986,11259
27987,27987,5753
27988,27988,18310
27989,27989,19132
27990,27990,10300
27991,27991,18480
27992,27992,10685
27993,27993,10191
27994,27994,10406
27995,27995,13447
27996,27996,19022
27997,27997,14091
27998,27998,15247
27999,27999,13207
28000,28000,427
28001,28001,18802
28002,28002,19651
28003,28003,9381
28004,28004,16729
28005,28005,6197
28006,28006,4060
28007,28007,5039
28008,28008,18918
28009,28009,3634
28010,28010,13371
28011,28011,5579
28012,28012,1956
28013,28013,19470
28014,28014,17685
28015,28015,16246
28016,28016,14520
28017,28017,15431
28018,28018,12834
28019,28019,6091
28020,28020,16026
28021,28021,11470
28022,28022,6905
28023,28023,2994
28024,28024,1919
28025,28025,12145
28026,28026,7037
28027,28027,11824
28028,28028,16474
28029,28029,2821
28030,28030,6146
28031,28031,9312
28032,28032,12245
28033,28033,14634
28034,28034,15474
28035,28035,401
28036,28036,17828
28037,28037,14696
28038,28038,9193
28039,28039,7599
28040,28040,8597
28041,28041,11322
28042,28042,9216
28043,28043,6599
28044,28044,17785
28045,28045,561
28046,28046,12407
28047,28047,11590
28048,28048,5762
28049,28049,9187
28050,28050,4343
28051,28051,15408
28052,28052,10575
28053,28053,4609
28054,28054,14122
28055,28055,18205
28056,28056,9608
28057,28057,3691
28058,28058,12214
28059,28059,11321
28060,28060,16436
28061,28061,6367
28062,28062,17065
28063,28063,10943
28064,28064,12591
28065,28065,8159
28066,28066,10176
28067,28067,3250
28068,28068,12300
28069,28069,17375
28070,28070,14884
28071,28071,14965
28072,28072,8950
28073,28073,14929
28074,28074,14844
28075,28075,1122
28076,28076,10106
28077,28077,963
28078,28078,8951
28079,28079,3108
28080,28080,13331
28081,28081,8341
28082,28082,6913
28083,28083,7459
28084,28084,140
28085,28085,13950
28086,28086,15771
28087,28087,6071
28088,28088,15379
28089,28089,9752
28090,28090,13686
28091,28091,5071
28092,28092,12082
28093,28093,3378
28094,28094,17523
28095,28095,6960
28096,28096,5362
28097,28097,18702
28098,28098,1140
28099,28099,12947
28100,28100,4964
28101,28101,6693
28102,28102,7674
28103,28103,1890
28104,28104,12176
28105,28105,17233
28106,28106,13239
28107,28107,10004
28108,28108,2861
28109,28109,4894
28110,28110,8839
28111,28111,5743
28112,28112,7042
28113,28113,3650
28114,28114,17429
28115,28115,2286
28116,28116,7932
28117,28117,1805
28118,28118,8399
28119,28119,5863
28120,28120,6475
28121,28121,10334
28122,28122,18366
28123,28123,17201
28124,28124,11700
28125,28125,1507
28126,28126,16525
28127,28127,10744
28128,28128,9581
28129,28129,18898
28130,28130,19952
28131,28131,16112
28132,28132,4758
28133,28133,10613
28134,28134,869
28135,28135,4312
28136,28136,17956
28137,28137,2149
28138,28138,13324
28139,28139,12834
28140,28140,18355
28141,28141,9051
28142,28142,4892
28143,28143,9946
28144,28144,10363
28145,28145,18217
28146,28146,11690
28147,28147,3014
28148,28148,2809
28149,28149,1591
28150,28150,2927
28151,28151,4660
28152,28152,12593
28153,28153,971
28154,28154,10180
28155,28155,4463
28156,28156,745
28157,28157,7825
28158,28158,9436
28159,28159,10590
28160,28160,19952
28161,28161,3452
28162,28162,2684
28163,28163,14285
28164,28164,3032
28165,28165,15117
28166,28166,15357
28167,28167,19793
28168,28168,2513
28169,28169,4045
28170,28170,10633
28171,28171,16809
28172,28172,19368
28173,28173,11751
28174,28174,8855
28175,28175,5006
28176,28176,2911
28177,28177,11522
28178,28178,7828
28179,28179,14202
28180,28180,3315
28181,28181,3975
28182,28182,10561
28183,28183,2528
28184,28184,19502
28185,28185,13625
28186,28186,7094
28187,28187,19268
28188,28188,10165
28189,28189,5906
28190,28190,5844
28191,28191,14880
28192,28192,4304
28193,28193,3006
28194,28194,2427
28195,28195,10175
28196,28196,8690
28197,28197,5276
28198,28198,8703
28199,28199,4879
28200,28200,19932
28201,28201,5768
28202,28202,16044
28203,28203,10515
28204,28204,333
28205,28205,6546
28206,28206,10620
28207,28207,6339
28208,28208,18212
28209,28209,2391
28210,28210,8647
28211,28211,14295
28212,28212,7948
28213,28213,4486
28214,28214,8570
28215,28215,2675
28216,28216,1196
28217,28217,16693
28218,28218,5740
28219,28219,12334
28220,28220,14844
28221,28221,3139
28222,28222,11469
28223,28223,7665
28224,28224,15171
28225,28225,9066
28226,28226,1511
28227,28227,4224
28228,28228,8946
28229,28229,13433
28230,28230,16514
28231,28231,6514
28232,28232,1654
28233,28233,3922
28234,28234,13000
28235,28235,6669
28236,28236,15190
28237,28237,5365
28238,28238,3104
28239,28239,4586
28240,28240,2246
28241,28241,3216
28242,28242,14028
28243,28243,16487
28244,28244,5604
28245,28245,2216
28246,28246,17264
28247,28247,934
28248,28248,2521
28249,28249,1740
28250,28250,14359
28251,28251,1665
28252,28252,9555
28253,28253,18476
28254,28254,9340
28255,28255,13271
28256,28256,9955
28257,28257,10727
28258,28258,12092
28259,28259,3176
28260,28260,12519
28261,28261,10244
28262,28262,16750
28263,28263,8472
28264,28264,7818
28265,28265,8733
28266,28266,4356
28267,28267,6639
28268,28268,3506
28269,28269,13719
28270,28270,19680
28271,28271,5725
28272,28272,19956
28273,28273,1466
28274,28274,18229
28275,28275,8433
28276,28276,3860
28277,28277,15962
28278,28278,17304
28279,28279,6731
28280,28280,5086
28281,28281,11624
28282,28282,5115
28283,28283,4386
28284,28284,8292
28285,28285,12727
28286,28286,15165
28287,28287,12325
28288,28288,14294
28289,28289,5708
28290,28290,15854
28291,28291,10022
28292,28292,12442
28293,28293,896
28294,28294,3071
