shipment_id,order_id,status
43853,43853,late
43854,43854,late
43855,43855,late
43856,43856,delivered
43857,43857,late
43858,43858,late
43859,43859,shipped
43860,43860,shipped
43861,43861,delivered
43862,43862,late
43863,43863,delivered
43864,43864,delivered
43865,43865,delivered
43866,43866,shipped
43867,43867,delivered
43868,43868,delivered
43869,43869,delivered
43870,43870,shipped
43871,43871,shipped
43872,43872,late
43873,43873,delivered
43874,43874,late
43875,43875,delivered
43876,43876,shipped
43877,43877,delivered
43878,43878,late
43879,43879,shipped
43880,43880,shipped
43881,43881,shipped
43882,43882,delivered
43883,43883,delivered
43884,43884,late
43885,43885,shipped
43886,43886,late
43887,43887,shipped
43888,43888,late
43889,43889,delivered
43890,43890,late
43891,43891,late
43892,43892,late
43893,43893,late
43894,43894,late
43895,43895,late
43896,43896,delivered
43897,43897,delivered
43898,43898,delivered
43899,43899,late
43900,43900,delivered
43901,43901,delivered
43902,43902,delivered
43903,43903,late
43904,43904,late
43905,43905,late
43906,43906,delivered
43907,43907,delivered
43908,43908,shipped
43909,43909,delivered
43910,43910,shipped
43911,43911,shipped
43912,43912,shipped
43913,43913,shipped
43914,43914,late
43915,43915,shipped
43916,43916,delivered
43917,43917,delivered
43918,43918,delivered
43919,43919,delivered
43920,43920,delivered
43921,43921,delivered
43922,43922,delivered
43923,43923,delivered
43924,43924,late
43925,43925,shipped
43926,43926,shipped
43927,43927,shipped
43928,43928,shipped
43929,43929,late
43930,43930,shipped
43931,43931,delivered
43932,43932,late
43933,43933,late
43934,43934,delivered
43935,43935,shipped
43936,43936,late
43937,43937,shipped
43938,43938,late
43939,43939,shipped
43940,43940,delivered
43941,43941,delivered
43942,43942,delivered
43943,43943,late
43944,43944,shipped
43945,43945,shipped
43946,43946,delivered
43947,43947,shipped
43948,43948,shipped
43949,43949,shipped
43950,43950,late
43951,43951,late
43952,43952,late
43953,43953,shipped
43954,43954,late
43955,43955,late
43956,43956,late
43957,43957,shipped
43958,43958,late
43959,43959,late
43960,43960,late
43961,43961,delivered
43962,43962,shipped
43963,43963,late
43964,43964,shipped
43965,43965,late
43966,43966,late
43967,43967,late
43968,43968,shipped
43969,43969,shipped
43970,43970,shipped
43971,43971,delivered
43972,43972,shipped
43973,43973,shipped
43974,43974,late
43975,43975,shipped
43976,43976,shipped
43977,43977,shipped
43978,43978,shipped
43979,43979,late
43980,43980,late
43981,43981,late
43982,43982,late
43983,43983,late
43984,43984,delivered
43985,43985,late
43986,43986,late
43987,43987,shipped
43988,43988,shipped
43989,43989,shipped
43990,43990,shipped
43991,43991,shipped
43992,43992,delivered
43993,43993,delivered
43994,43994,delivered
43995,43995,late
43996,43996,delivered
43997,43997,delivered
43998,43998,delivered
43999,43999,delivered
44000,44000,shipped
44001,44001,shipped
44002,44002,shipped
44003,44003,delivered
44004,44004,delivered
44005,44005,delivered
44006,44006,shipped
44007,44007,late
44008,44008,delivered
44009,44009,delivered
44010,44010,late
44011,44011,shipped
44012,44012,delivered
44013,44013,late
44014,44014,shipped
44015,44015,delivered
44016,44016,late
44017,44017,shipped
44018,44018,late
44019,44019,late
44020,44020,shipped
44021,44021,delivered
44022,44022,late
44023,44023,shipped
44024,44024,late
44025,44025,late
44026,44026,shipped
44027,44027,late
44028,44028,delivered
44029,44029,late
44030,44030,shipped
44031,44031,late
44032,44032,late
44033,44033,late
44034,44034,late
44035,44035,delivered
44036,44036,delivered
44037,44037,late
44038,44038,shipped
44039,44039,delivered
44040,44040,shipped
44041,44041,late
44042,44042,delivered
44043,44043,late
44044,44044,shipped
44045,44045,late
44046,44046,delivered
44047,44047,delivered
44048,44048,delivered
44049,44049,late
44050,44050,late
44051,44051,delivered
44052,44052,late
44053,44053,delivered
44054,44054,late
44055,44055,late
44056,44056,shipped
44057,44057,late
44058,44058,late
44059,44059,delivered
44060,44060,late
44061,44061,late
44062,44062,shipped
44063,44063,delivered
44064,44064,shipped
44065,44065,delivered
44066,44066,shipped
44067,44067,delivered
44068,44068,late
44069,44069,late
44070,44070,late
44071,44071,delivered
44072,44072,delivered
44073,44073,late
44074,44074,shipped
44075,44075,delivered
44076,44076,late
44077,44077,shipped
44078,44078,shipped
44079,44079,shipped
44080,44080,delivered
44081,44081,shipped
44082,44082,late
44083,44083,delivered
44084,44084,shipped
44085,44085,delivered
44086,44086,shipped
44087,44087,shipped
44088,44088,shipped
44089,44089,delivered
44090,44090,shipped
44091,44091,late
44092,44092,late
44093,44093,delivered
44094,44094,delivered
44095,44095,late
44096,44096,late
44097,44097,late
44098,44098,late
44099,44099,late
44100,44100,late
44101,44101,delivered
44102,44102,shipped
44103,44103,shipped
44104,44104,shipped
44105,44105,delivered
44106,44106,delivered
44107,44107,shipped
44108,44108,shipped
44109,44109,shipped
44110,44110,shipped
44111,44111,shipped
44112,44112,shipped
44113,44113,shipped
44114,44114,late
44115,44115,shipped
44116,44116,shipped
44117,44117,delivered
44118,44118,shipped
44119,44119,delivered
44120,44120,late
44121,44121,delivered
44122,44122,shipped
44123,44123,late
44124,44124,delivered
44125,44125,shipped
44126,44126,shipped
44127,44127,shipped
44128,44128,late
44129,44129,shipped
44130,44130,shipped
44131,44131,delivered
44132,44132,shipped
44133,44133,late
44134,44134,late
44135,44135,late
44136,44136,delivered
44137,44137,shipped
44138,44138,late
44139,44139,late
44140,44140,late
44141,44141,delivered
44142,44142,shipped
44143,44143,shipped
44144,44144,late
44145,44145,late
44146,44146,late
44147,44147,delivered
44148,44148,late
44149,44149,late
44150,44150,delivered
44151,44151,late
44152,44152,late
44153,44153,late
44154,44154,shipped
44155,44155,shipped
44156,44156,shipped
44157,44157,shipped
44158,44158,late
44159,44159,delivered
44160,44160,shipped
44161,44161,delivered
44162,44162,late
44163,44163,shipped
44164,44164,shipped
44165,44165,delivered
44166,44166,delivered
44167,44167,shipped
44168,44168,delivered
44169,44169,shipped
44170,44170,delivered
44171,44171,delivered
44172,44172,shipped
44173,44173,shipped
44174,44174,shipped
44175,44175,delivered
44176,44176,shipped
44177,44177,late
44178,44178,delivered
44179,44179,delivered
44180,44180,delivered
44181,44181,delivered
44182,44182,shipped
44183,44183,shipped
44184,44184,shipped
44185,44185,late
44186,44186,shipped
44187,44187,shipped
44188,44188,late
44189,44189,delivered
44190,44190,shipped
44191,44191,late
44192,44192,late
44193,44193,delivered
44194,44194,late
44195,44195,delivered
44196,44196,late
44197,44197,shipped
44198,44198,late
44199,44199,late
44200,44200,delivered
44201,44201,late
44202,44202,delivered
44203,44203,late
44204,44204,delivered
44205,44205,shipped
44206,44206,delivered
44207,44207,shipped
44208,44208,delivered
44209,44209,late
44210,44210,delivered
44211,44211,late
44212,44212,shipped
44213,44213,delivered
44214,44214,late
44215,44215,delivered
44216,44216,shipped
44217,44217,delivered
44218,44218,delivered
44219,44219,late
44220,44220,delivered
44221,44221,late
44222,44222,delivered
44223,44223,delivered
44224,44224,late
44225,44225,delivered
44226,44226,delivered
44227,44227,delivered
44228,44228,shipped
44229,44229,late
44230,44230,delivered
44231,44231,shipped
44232,44232,late
44233,44233,delivered
44234,44234,shipped
44235,44235,delivered
44236,44236,late
44237,44237,shipped
44238,44238,delivered
44239,44239,shipped
44240,44240,delivered
44241,44241,shipped
44242,44242,shipped
44243,44243,delivered
44244,44244,late
44245,44245,delivered
44246,44246,delivered
44247,44247,shipped
44248,44248,late
44249,44249,late
44250,44250,late
44251,44251,delivered
44252,44252,shipped
44253,44253,shipped
44254,44254,late
44255,44255,delivered
44256,44256,shipped
44257,44257,delivered
44258,44258,shipped
44259,44259,delivered
44260,44260,late
44261,44261,delivered
44262,44262,late
44263,44263,late
44264,44264,delivered
44265,44265,delivered
44266,44266,late
44267,44267,delivered
44268,44268,delivered
44269,44269,delivered
44270,44270,delivered
44271,44271,late
44272,44272,delivered
44273,44273,late
44274,44274,late
44275,44275,shipped
44276,44276,late
44277,44277,delivered
44278,44278,late
44279,44279,shipped
44280,44280,late
44281,44281,late
44282,44282,late
44283,44283,delivered
44284,44284,delivered
44285,44285,shipped
44286,44286,late
44287,44287,shipped
44288,44288,shipped
44289,44289,late
44290,44290,delivered
44291,44291,shipped
44292,44292,late
44293,44293,late
44294,44294,shipped
44295,44295,shipped
44296,44296,late
44297,44297,delivered
44298,44298,delivered
44299,44299,shipped
44300,44300,late
44301,44301,late
44302,44302,late
44303,44303,late
44304,44304,shipped
44305,44305,shipped
44306,44306,delivered
44307,44307,late
44308,44308,late
44309,44309,shipped
44310,44310,late
44311,44311,late
44312,44312,shipped
44313,44313,late
44314,44314,shipped
44315,44315,shipped
44316,44316,shipped
44317,44317,delivered
44318,44318,late
44319,44319,shipped
44320,44320,late
44321,44321,shipped
44322,44322,late
44323,44323,delivered
44324,44324,delivered
44325,44325,delivered
44326,44326,delivered
44327,44327,delivered
44328,44328,delivered
44329,44329,late
44330,44330,late
44331,44331,late
44332,44332,shipped
44333,44333,delivered
44334,44334,late
44335,44335,shipped
44336,44336,late
44337,44337,shipped
44338,44338,shipped
44339,44339,delivered
44340,44340,late
44341,44341,delivered
44342,44342,delivered
44343,44343,late
44344,44344,delivered
44345,44345,late
44346,44346,shipped
44347,44347,shipped
44348,44348,late
44349,44349,shipped
44350,44350,delivered
44351,44351,delivered
44352,44352,shipped
44353,44353,shipped
44354,44354,shipped
44355,44355,late
44356,44356,delivered
44357,44357,shipped
44358,44358,delivered
44359,44359,shipped
44360,44360,late
44361,44361,shipped
44362,44362,shipped
44363,44363,late
44364,44364,shipped
44365,44365,late
44366,44366,delivered
44367,44367,delivered
44368,44368,late
44369,44369,shipped
44370,44370,shipped
44371,44371,late
44372,44372,late
44373,44373,late
44374,44374,shipped
44375,44375,shipped
44376,44376,shipped
44377,44377,shipped
44378,44378,delivered
44379,44379,shipped
44380,44380,delivered
44381,44381,late
44382,44382,shipped
44383,44383,delivered
44384,44384,delivered
44385,44385,shipped
44386,44386,shipped
44387,44387,shipped
44388,44388,shipped
44389,44389,late
44390,44390,delivered
44391,44391,delivered
44392,44392,shipped
44393,44393,delivered
44394,44394,shipped
44395,44395,shipped
44396,44396,delivered
44397,44397,late
44398,44398,shipped
44399,44399,shipped
44400,44400,delivered
44401,44401,delivered
44402,44402,shipped
44403,44403,shipped
44404,44404,delivered
44405,44405,shipped
44406,44406,delivered
44407,44407,late
44408,44408,late
44409,44409,shipped
44410,44410,late
44411,44411,late
44412,44412,late
44413,44413,shipped
44414,44414,delivered
44415,44415,delivered
44416,44416,shipped
44417,44417,delivered
44418,44418,late
44419,44419,shipped
44420,44420,shipped
44421,44421,late
44422,44422,shipped
44423,44423,late
44424,44424,shipped
44425,44425,late
44426,44426,shipped
44427,44427,shipped
44428,44428,delivered
44429,44429,delivered
44430,44430,delivered
44431,44431,late
44432,44432,late
44433,44433,late
44434,44434,shipped
44435,44435,late
44436,44436,delivered
44437,44437,delivered
44438,44438,shipped
44439,44439,delivered
44440,44440,late
44441,44441,late
44442,44442,late
44443,44443,late
44444,44444,late
44445,44445,delivered
44446,44446,late
44447,44447,late
44448,44448,shipped
44449,44449,delivered
44450,44450,shipped
44451,44451,late
44452,44452,shipped
44453,44453,shipped
44454,44454,delivered
44455,44455,late
44456,44456,shipped
44457,44457,shipped
44458,44458,shipped
44459,44459,late
44460,44460,late
44461,44461,delivered
44462,44462,late
44463,44463,delivered
44464,44464,shipped
44465,44465,delivered
44466,44466,delivered
44467,44467,delivered
44468,44468,late
44469,44469,shipped
44470,44470,late
44471,44471,delivered
44472,44472,late
44473,44473,late
44474,44474,shipped
44475,44475,late
44476,44476,shipped
44477,44477,delivered
44478,44478,late
44479,44479,delivered
44480,44480,delivered
44481,44481,delivered
44482,44482,delivered
44483,44483,late
44484,44484,shipped
44485,44485,late
44486,44486,shipped
44487,44487,delivered
44488,44488,late
44489,44489,shipped
44490,44490,delivered
44491,44491,late
44492,44492,late
44493,44493,late
44494,44494,late
44495,44495,late
44496,44496,delivered
44497,44497,shipped
44498,44498,shipped
44499,44499,shipped
44500,44500,delivered
44501,44501,late
44502,44502,shipped
44503,44503,late
44504,44504,delivered
44505,44505,delivered
44506,44506,shipped
44507,44507,late
44508,44508,late
44509,44509,shipped
44510,44510,shipped
44511,44511,late
44512,44512,late
44513,44513,shipped
44514,44514,late
44515,44515,delivered
44516,44516,shipped
44517,44517,late
44518,44518,shipped
44519,44519,late
44520,44520,delivered
44521,44521,shipped
44522,44522,shipped
44523,44523,delivered
44524,44524,late
44525,44525,late
44526,44526,late
44527,44527,late
44528,44528,shipped
44529,44529,delivered
44530,44530,shipped
44531,44531,delivered
44532,44532,delivered
44533,44533,shipped
44534,44534,late
44535,44535,delivered
44536,44536,delivered
44537,44537,delivered
44538,44538,delivered
44539,44539,shipped
44540,44540,delivered
44541,44541,delivered
44542,44542,shipped
44543,44543,shipped
44544,44544,delivered
44545,44545,delivered
44546,44546,delivered
44547,44547,shipped
44548,44548,late
44549,44549,late
44550,44550,late
44551,44551,shipped
44552,44552,late
44553,44553,late
44554,44554,shipped
44555,44555,delivered
44556,44556,shipped
44557,44557,shipped
44558,44558,late
44559,44559,delivered
44560,44560,shipped
44561,44561,delivered
44562,44562,shipped
44563,44563,shipped
44564,44564,shipped
44565,44565,late
44566,44566,late
44567,44567,delivered
44568,44568,late
44569,44569,delivered
44570,44570,shipped
44571,44571,late
44572,44572,late
44573,44573,late
44574,44574,shipped
44575,44575,shipped
44576,44576,shipped
44577,44577,shipped
44578,44578,late
44579,44579,late
44580,44580,late
44581,44581,shipped
44582,44582,delivered
44583,44583,late
44584,44584,delivered
44585,44585,delivered
44586,44586,late
44587,44587,late
44588,44588,late
44589,44589,shipped
44590,44590,delivered
44591,44591,shipped
44592,44592,late
44593,44593,shipped
44594,44594,delivered
44595,44595,delivered
44596,44596,delivered
44597,44597,shipped
44598,44598,shipped
44599,44599,late
44600,44600,shipped
44601,44601,shipped
44602,44602,shipped
44603,44603,shipped
44604,44604,late
44605,44605,late
44606,44606,shipped
44607,44607,shipped
44608,44608,delivered
44609,44609,late
44610,44610,late
44611,44611,shipped
44612,44612,late
44613,44613,late
44614,44614,shipped
44615,44615,late
44616,44616,delivered
44617,44617,late
44618,44618,delivered
44619,44619,late
44620,44620,delivered
44621,44621,shipped
44622,44622,delivered
44623,44623,delivered
44624,44624,delivered
44625,44625,late
44626,44626,late
44627,44627,late
44628,44628,late
44629,44629,late
44630,44630,delivered
44631,44631,shipped
44632,44632,late
44633,44633,shipped
44634,44634,late
44635,44635,delivered
44636,44636,late
44637,44637,delivered
44638,44638,shipped
44639,44639,shipped
44640,44640,late
44641,44641,delivered
44642,44642,shipped
44643,44643,late
44644,44644,shipped
44645,44645,shipped
44646,44646,shipped
44647,44647,late
44648,44648,late
44649,44649,shipped
44650,44650,shipped
44651,44651,delivered
44652,44652,delivered
44653,44653,late
44654,44654,late
44655,44655,late
44656,44656,shipped
44657,44657,shipped
44658,44658,late
44659,44659,shipped
44660,44660,delivered
44661,44661,late
44662,44662,late
44663,44663,late
44664,44664,delivered
44665,44665,delivered
44666,44666,shipped
44667,44667,delivered
44668,44668,delivered
44669,44669,shipped
44670,44670,late
44671,44671,late
44672,44672,late
44673,44673,shipped
44674,44674,late
44675,44675,late
44676,44676,shipped
44677,44677,late
44678,44678,delivered
44679,44679,shipped
44680,44680,delivered
44681,44681,late
44682,44682,delivered
44683,44683,late
44684,44684,delivered
44685,44685,late
44686,44686,delivered
44687,44687,delivered
44688,44688,shipped
44689,44689,delivered
44690,44690,delivered
44691,44691,shipped
44692,44692,late
44693,44693,late
44694,44694,late
44695,44695,delivered
44696,44696,delivered
44697,44697,shipped
44698,44698,delivered
44699,44699,shipped
44700,44700,delivered
44701,44701,delivered
44702,44702,late
44703,44703,shipped
44704,44704,shipped
44705,44705,late
44706,44706,delivered
44707,44707,shipped
44708,44708,late
44709,44709,delivered
44710,44710,shipped
44711,44711,delivered
44712,44712,late
44713,44713,late
44714,44714,late
44715,44715,shipped
44716,44716,shipped
44717,44717,shipped
44718,44718,shipped
44719,44719,shipped
44720,44720,late
44721,44721,shipped
44722,44722,late
44723,44723,shipped
44724,44724,late
44725,44725,shipped
44726,44726,late
44727,44727,shipped
44728,44728,delivered
44729,44729,late
44730,44730,late
44731,44731,shipped
44732,44732,late
44733,44733,delivered
44734,44734,delivered
44735,44735,late
44736,44736,delivered
44737,44737,shipped
44738,44738,delivered
44739,44739,late
44740,44740,delivered
44741,44741,shipped
44742,44742,shipped
44743,44743,shipped
44744,44744,delivered
44745,44745,shipped
44746,44746,late
44747,44747,late
44748,44748,delivered
44749,44749,late
44750,44750,late
44751,44751,shipped
44752,44752,delivered
44753,44753,delivered
44754,44754,shipped
44755,44755,delivered
44756,44756,delivered
44757,44757,late
44758,44758,shipped
44759,44759,delivered
44760,44760,delivered
44761,44761,late
44762,44762,shipped
44763,44763,late
44764,44764,delivered
44765,44765,delivered
44766,44766,delivered
44767,44767,late
44768,44768,delivered
44769,44769,delivered
44770,44770,delivered
44771,44771,late
44772,44772,shipped
44773,44773,delivered
44774,44774,late
44775,44775,late
44776,44776,delivered
44777,44777,shipped
44778,44778,late
44779,44779,shipped
44780,44780,shipped
44781,44781,delivered
44782,44782,late
44783,44783,delivered
44784,44784,shipped
44785,44785,delivered
44786,44786,delivered
44787,44787,delivered
44788,44788,shipped
44789,44789,shipped
44790,44790,delivered
44791,44791,delivered
44792,44792,shipped
44793,44793,late
44794,44794,late
44795,44795,delivered
44796,44796,delivered
44797,44797,shipped
44798,44798,delivered
44799,44799,delivered
44800,44800,delivered
44801,44801,delivered
44802,44802,late
44803,44803,late
44804,44804,late
44805,44805,shipped
44806,44806,delivered
44807,44807,late
44808,44808,late
44809,44809,late
44810,44810,delivered
44811,44811,delivered
44812,44812,shipped
44813,44813,shipped
44814,44814,late
44815,44815,delivered
44816,44816,delivered
44817,44817,late
44818,44818,shipped
44819,44819,late
44820,44820,shipped
44821,44821,delivered
44822,44822,shipped
44823,44823,late
44824,44824,delivered
44825,44825,delivered
44826,44826,delivered
44827,44827,delivered
44828,44828,shipped
44829,44829,shipped
44830,44830,delivered
44831,44831,shipped
44832,44832,shipped
44833,44833,late
44834,44834,late
44835,44835,delivered
44836,44836,delivered
44837,44837,shipped
44838,44838,delivered
44839,44839,late
44840,44840,shipped
44841,44841,delivered
44842,44842,shipped
44843,44843,delivered
44844,44844,delivered
44845,44845,delivered
44846,44846,late
44847,44847,shipped
44848,44848,shipped
44849,44849,delivered
44850,44850,late
44851,44851,delivered
44852,44852,shipped
44853,44853,late
44854,44854,late
44855,44855,shipped
44856,44856,late
44857,44857,late
44858,44858,late
44859,44859,shipped
44860,44860,shipped
44861,44861,delivered
44862,44862,late
44863,44863,shipped
44864,44864,delivered
44865,44865,late
44866,44866,delivered
44867,44867,late
44868,44868,delivered
44869,44869,delivered
44870,44870,shipped
44871,44871,late
44872,44872,late
44873,44873,delivered
44874,44874,delivered
44875,44875,late
44876,44876,shipped
44877,44877,late
44878,44878,delivered
44879,44879,shipped
44880,44880,late
44881,44881,late
44882,44882,delivered
44883,44883,shipped
44884,44884,late
44885,44885,delivered
44886,44886,delivered
44887,44887,shipped
44888,44888,delivered
44889,44889,delivered
44890,44890,delivered
44891,44891,delivered
44892,44892,shipped
44893,44893,shipped
44894,44894,delivered
44895,44895,shipped
44896,44896,shipped
44897,44897,delivered
44898,44898,delivered
44899,44899,shipped
44900,44900,shipped
44901,44901,delivered
44902,44902,delivered
44903,44903,delivered
44904,44904,delivered
44905,44905,late
44906,44906,late
44907,44907,delivered
44908,44908,shipped
44909,44909,delivered
44910,44910,late
44911,44911,shipped
44912,44912,delivered
44913,44913,late
44914,44914,late
44915,44915,late
44916,44916,late
44917,44917,delivered
44918,44918,delivered
44919,44919,shipped
44920,44920,delivered
44921,44921,delivered
44922,44922,shipped
44923,44923,shipped
44924,44924,delivered
44925,44925,delivered
44926,44926,late
44927,44927,late
44928,44928,late
44929,44929,shipped
44930,44930,shipped
44931,44931,shipped
44932,44932,delivered
44933,44933,shipped
44934,44934,delivered
44935,44935,late
44936,44936,shipped
44937,44937,delivered
44938,44938,late
44939,44939,delivered
44940,44940,shipped
44941,44941,late
44942,44942,shipped
44943,44943,shipped
44944,44944,delivered
44945,44945,late
44946,44946,delivered
44947,44947,delivered
44948,44948,late
44949,44949,late
44950,44950,late
44951,44951,delivered
44952,44952,shipped
44953,44953,late
44954,44954,delivered
44955,44955,shipped
44956,44956,shipped
44957,44957,late
44958,44958,shipped
44959,44959,late
44960,44960,late
44961,44961,shipped
44962,44962,shipped
44963,44963,shipped
44964,44964,shipped
44965,44965,delivered
44966,44966,late
44967,44967,shipped
44968,44968,late
44969,44969,delivered
44970,44970,late
44971,44971,late
44972,44972,shipped
44973,44973,shipped
44974,44974,shipped
44975,44975,late
44976,44976,late
44977,44977,late
44978,44978,delivered
44979,44979,late
44980,44980,late
44981,44981,late
44982,44982,shipped
44983,44983,late
44984,44984,delivered
44985,44985,shipped
44986,44986,late
44987,44987,shipped
44988,44988,late
44989,44989,late
44990,44990,delivered
44991,44991,shipped
44992,44992,delivered
44993,44993,delivered
44994,44994,delivered
44995,44995,delivered
44996,44996,delivered
44997,44997,shipped
44998,44998,late
44999,44999,shipped
45000,45000,shipped
45001,45001,shipped
45002,45002,late
45003,45003,delivered
45004,45004,shipped
45005,45005,delivered
45006,45006,shipped
45007,45007,shipped
45008,45008,late
45009,45009,shipped
45010,45010,delivered
45011,45011,shipped
45012,45012,late
45013,45013,late
45014,45014,late
45015,45015,late
45016,45016,late
45017,45017,late
45018,45018,delivered
45019,45019,shipped
45020,45020,shipped
45021,45021,late
45022,45022,late
45023,45023,shipped
45024,45024,delivered
45025,45025,shipped
45026,45026,late
45027,45027,shipped
45028,45028,shipped
45029,45029,shipped
45030,45030,late
45031,45031,shipped
45032,45032,delivered
45033,45033,delivered
45034,45034,delivered
45035,45035,shipped
45036,45036,late
45037,45037,delivered
45038,45038,delivered
45039,45039,shipped
45040,45040,late
45041,45041,delivered
45042,45042,delivered
45043,45043,delivered
45044,45044,late
45045,45045,shipped
45046,45046,shipped
45047,45047,delivered
45048,45048,delivered
45049,45049,delivered
45050,45050,shipped
45051,45051,late
45052,45052,late
45053,45053,shipped
45054,45054,delivered
45055,45055,late
45056,45056,shipped
45057,45057,late
45058,45058,shipped
45059,45059,delivered
45060,45060,shipped
45061,45061,shipped
45062,45062,delivered
45063,45063,shipped
45064,45064,shipped
45065,45065,shipped
45066,45066,late
45067,45067,late
45068,45068,shipped
45069,45069,shipped
45070,45070,shipped
45071,45071,delivered
45072,45072,late
45073,45073,shipped
45074,45074,shipped
45075,45075,late
45076,45076,delivered
45077,45077,late
45078,45078,shipped
45079,45079,delivered
45080,45080,late
45081,45081,shipped
45082,45082,shipped
45083,45083,delivered
45084,45084,late
45085,45085,late
45086,45086,shipped
45087,45087,late
45088,45088,late
45089,45089,shipped
45090,45090,delivered
45091,45091,shipped
45092,45092,delivered
45093,45093,delivered
45094,45094,delivered
45095,45095,shipped
45096,45096,late
45097,45097,delivered
45098,45098,late
45099,45099,late
45100,45100,delivered
45101,45101,delivered
45102,45102,delivered
45103,45103,late
45104,45104,delivered
45105,45105,late
45106,45106,shipped
45107,45107,late
45108,45108,late
45109,45109,late
45110,45110,late
45111,45111,delivered
45112,45112,delivered
45113,45113,delivered
45114,45114,late
45115,45115,late
45116,45116,shipped
45117,45117,shipped
45118,45118,late
45119,45119,late
45120,45120,delivered
45121,45121,delivered
45122,45122,shipped
45123,45123,delivered
45124,45124,late
45125,45125,shipped
45126,45126,delivered
45127,45127,late
45128,45128,shipped
45129,45129,late
45130,45130,late
45131,45131,delivered
45132,45132,delivered
45133,45133,late
45134,45134,late
45135,45135,shipped
45136,45136,delivered
45137,45137,shipped
45138,45138,late
45139,45139,delivered
45140,45140,late
45141,45141,delivered
45142,45142,delivered
45143,45143,late
45144,45144,shipped
45145,45145,delivered
45146,45146,delivered
45147,45147,late
45148,45148,shipped
45149,45149,late
45150,45150,late
45151,45151,delivered
45152,45152,late
45153,45153,shipped
45154,45154,delivered
45155,45155,shipped
45156,45156,late
45157,45157,delivered
45158,45158,shipped
45159,45159,shipped
45160,45160,late
45161,45161,shipped
45162,45162,late
45163,45163,late
45164,45164,late
45165,45165,delivered
45166,45166,shipped
45167,45167,late
45168,45168,delivered
45169,45169,late
45170,45170,late
45171,45171,late
45172,45172,shipped
45173,45173,late
45174,45174,shipped
45175,45175,late
45176,45176,shipped
45177,45177,delivered
45178,45178,shipped
45179,45179,late
45180,45180,delivered
45181,45181,delivered
45182,45182,late
45183,45183,delivered
45184,45184,delivered
45185,45185,shipped
45186,45186,delivered
45187,45187,shipped
45188,45188,delivered
45189,45189,shipped
45190,45190,shipped
45191,45191,late
45192,45192,delivered
45193,45193,delivered
45194,45194,shipped
45195,45195,delivered
45196,45196,late
45197,45197,delivered
45198,45198,late
45199,45199,late
45200,45200,late
45201,45201,late
45202,45202,late
45203,45203,shipped
45204,45204,late
45205,45205,shipped
45206,45206,shipped
45207,45207,late
45208,45208,delivered
45209,45209,shipped
45210,45210,shipped
45211,45211,late
45212,45212,late
45213,45213,shipped
45214,45214,shipped
45215,45215,shipped
45216,45216,late
45217,45217,delivered
45218,45218,late
45219,45219,delivered
45220,45220,shipped
45221,45221,shipped
45222,45222,shipped
45223,45223,delivered
45224,45224,delivered
45225,45225,shipped
45226,45226,shipped
45227,45227,late
45228,45228,delivered
45229,45229,late
45230,45230,delivered
45231,45231,delivered
45232,45232,late
45233,45233,delivered
45234,45234,delivered
45235,45235,late
45236,45236,shipped
45237,45237,shipped
45238,45238,late
45239,45239,late
45240,45240,shipped
45241,45241,shipped
45242,45242,shipped
45243,45243,shipped
45244,45244,late
45245,45245,delivered
45246,45246,delivered
45247,45247,late
45248,45248,shipped
45249,45249,late
45250,45250,shipped
45251,45251,shipped
45252,45252,delivered
45253,45253,delivered
45254,45254,shipped
45255,45255,late
45256,45256,late
45257,45257,late
45258,45258,delivered
45259,45259,late
45260,45260,late
45261,45261,delivered
45262,45262,shipped
45263,45263,shipped
45264,45264,shipped
45265,45265,late
45266,45266,late
45267,45267,delivered
45268,45268,shipped
45269,45269,delivered
45270,45270,delivered
45271,45271,late
45272,45272,late
45273,45273,delivered
45274,45274,late
45275,45275,delivered
45276,45276,late
45277,45277,late
45278,45278,delivered
45279,45279,delivered
45280,45280,shipped
45281,45281,late
45282,45282,delivered
45283,45283,late
45284,45284,shipped
45285,45285,late
45286,45286,delivered
45287,45287,late
45288,45288,late
45289,45289,delivered
45290,45290,delivered
45291,45291,late
45292,45292,shipped
45293,45293,late
45294,45294,delivered
45295,45295,delivered
45296,45296,shipped
45297,45297,late
45298,45298,shipped
45299,45299,shipped
45300,45300,shipped
45301,45301,shipped
45302,45302,delivered
45303,45303,shipped
45304,45304,late
45305,45305,delivered
45306,45306,late
45307,45307,delivered
45308,45308,shipped
45309,45309,shipped
45310,45310,late
45311,45311,late
45312,45312,shipped
45313,45313,delivered
45314,45314,late
45315,45315,shipped
45316,45316,delivered
45317,45317,delivered
45318,45318,shipped
45319,45319,shipped
45320,45320,late
45321,45321,shipped
45322,45322,shipped
45323,45323,shipped
45324,45324,late
45325,45325,shipped
45326,45326,shipped
45327,45327,shipped
45328,45328,delivered
45329,45329,shipped
45330,45330,late
45331,45331,delivered
45332,45332,shipped
45333,45333,late
45334,45334,delivered
45335,45335,shipped
45336,45336,shipped
45337,45337,shipped
45338,45338,delivered
45339,45339,late
45340,45340,delivered
45341,45341,late
45342,45342,delivered
45343,45343,late
45344,45344,shipped
45345,45345,shipped
45346,45346,shipped
45347,45347,shipped
45348,45348,late
45349,45349,late
45350,45350,late
45351,45351,delivered
45352,45352,shipped
45353,45353,shipped
45354,45354,delivered
45355,45355,shipped
