order_id,customer_id,store_id,order_date,promotion_id
17753,48833,49,7/22/2020,40
17754,27234,35,10/11/2023,17
17755,25019,21,12/20/2022,11
17756,14006,59,6/10/2021,45
17757,19170,31,2/27/2022,5
17758,26282,84,9/6/2020,9
17759,46672,7,1/13/2022,46
17760,48628,23,7/27/2020,41
17761,31162,91,10/6/2021,9
17762,19027,100,4/1/2023,32
17763,33721,34,7/2/2022,26
17764,29896,53,4/9/2023,33
17765,32942,56,4/29/2021,1
17766,42271,57,11/24/2021,40
17767,43830,70,5/27/2020,7
17768,39020,13,5/31/2020,16
17769,19078,60,4/11/2020,3
17770,42909,51,6/13/2021,31
17771,40281,35,10/16/2020,18
17772,30916,2,4/16/2021,49
17773,39812,56,7/2/2020,30
17774,44223,19,9/14/2023,46
17775,23848,55,10/18/2020,36
17776,23730,17,2/18/2023,18
17777,33561,81,2/19/2021,24
17778,49920,38,12/24/2020,30
17779,22049,72,5/28/2020,43
17780,41329,30,8/25/2021,37
17781,37304,26,3/10/2023,25
17782,36805,73,3/18/2023,5
17783,29215,2,11/25/2020,33
17784,48152,13,5/25/2021,10
17785,5504,88,8/6/2023,50
17786,11741,3,12/5/2022,6
17787,22746,23,1/24/2020,32
17788,31842,40,4/10/2021,28
17789,42265,43,8/15/2020,34
17790,49141,49,5/23/2020,29
17791,10598,7,1/23/2022,27
17792,3570,36,5/8/2023,31
17793,23705,92,8/21/2023,20
17794,9553,55,7/20/2023,11
17795,38547,47,11/3/2020,2
17796,9975,85,8/2/2020,44
17797,2306,41,9/29/2023,15
17798,868,10,5/8/2023,13
17799,7559,86,10/8/2021,48
17800,14264,9,5/9/2020,45
17801,34948,38,10/23/2021,7
17802,42983,50,9/20/2023,31
17803,3876,41,3/8/2020,19
17804,39829,52,2/17/2022,18
17805,21099,27,3/19/2023,6
17806,35219,81,8/22/2022,26
17807,6509,96,4/22/2023,42
17808,36533,100,6/7/2020,23
17809,12209,95,2/22/2022,8
17810,11100,84,2/18/2021,4
17811,28364,56,8/13/2023,48
17812,45521,31,3/28/2020,47
17813,9098,54,10/24/2023,30
17814,39469,73,7/26/2021,42
17815,30616,92,2/24/2021,29
17816,18801,97,8/24/2022,50
17817,46572,41,10/25/2022,50
17818,39463,22,4/21/2021,34
17819,48973,100,6/24/2020,49
17820,4963,98,6/6/2021,37
17821,5567,66,9/28/2020,39
17822,49043,97,5/21/2021,38
17823,31520,68,5/13/2020,27
17824,42788,35,10/29/2023,10
17825,33209,34,9/8/2021,49
17826,49976,13,4/26/2022,4
17827,13894,16,4/22/2020,26
17828,2864,60,9/29/2022,38
17829,26827,66,4/2/2023,48
17830,39841,47,5/7/2021,24
17831,11690,20,4/6/2023,22
17832,19759,99,7/4/2021,1
17833,12880,100,10/14/2021,34
17834,39832,74,10/3/2023,8
17835,48313,37,9/13/2021,44
17836,8769,22,4/27/2021,43
17837,22924,25,4/26/2023,6
17838,9414,77,8/25/2022,33
17839,38291,92,6/19/2023,31
17840,46891,80,4/17/2021,23
17841,29572,86,5/10/2023,38
17842,6186,21,12/19/2023,11
17843,34151,68,2/21/2022,48
17844,20759,18,7/5/2021,32
17845,43755,77,12/23/2020,9
17846,17147,95,1/13/2021,16
17847,43641,64,1/14/2021,9
17848,7444,50,6/24/2023,42
17849,16637,37,5/29/2020,45
17850,41367,3,1/4/2021,44
17851,14119,65,7/31/2021,43
17852,12627,26,9/24/2021,37
17853,22000,41,1/30/2020,25
17854,47184,26,8/7/2020,31
17855,4623,5,4/17/2021,4
17856,31484,34,10/6/2022,47
17857,13801,95,1/3/2021,10
17858,46801,31,11/18/2020,21
17859,4936,10,12/13/2023,38
17860,33268,33,11/29/2020,11
17861,11179,49,9/19/2023,24
17862,11683,18,12/18/2022,40
17863,33067,89,8/27/2023,14
17864,16987,40,6/1/2021,23
17865,14615,49,9/16/2021,45
17866,17347,48,1/15/2022,13
17867,11791,13,3/24/2020,40
17868,18077,11,9/6/2022,22
17869,20959,41,12/4/2023,44
17870,23970,45,4/20/2021,47
17871,10290,35,2/3/2021,44
17872,31647,2,4/12/2020,42
17873,736,88,8/30/2023,30
17874,32950,75,6/28/2023,40
17875,38242,29,7/26/2021,28
17876,1854,13,9/29/2020,13
17877,24325,61,10/6/2020,26
17878,20248,19,5/26/2020,8
17879,40856,39,4/17/2021,2
17880,17849,94,10/12/2020,18
17881,34428,96,12/14/2022,14
17882,4426,87,3/13/2022,13
17883,15195,65,11/16/2023,18
17884,7584,26,6/30/2022,35
17885,6598,97,10/6/2021,7
17886,12430,3,9/22/2022,7
17887,46112,53,5/30/2021,16
17888,12996,8,1/20/2021,25
17889,44376,62,11/1/2023,33
17890,41873,99,12/26/2020,27
17891,15206,41,5/21/2021,47
17892,3795,10,7/26/2022,6
17893,49260,38,5/30/2022,40
17894,26914,77,10/31/2021,39
17895,44808,8,1/20/2023,8
17896,42425,52,1/7/2021,47
17897,44552,91,5/30/2020,48
17898,19963,99,1/21/2022,22
17899,6262,29,5/15/2022,35
17900,28621,21,2/16/2020,8
17901,17490,62,5/2/2020,36
17902,12413,17,4/10/2023,20
17903,5877,77,1/21/2022,4
17904,48140,55,6/4/2023,36
17905,9239,19,4/16/2023,10
17906,24156,52,3/2/2022,47
17907,10702,25,5/11/2021,13
17908,1746,90,1/26/2023,19
17909,37453,57,9/15/2021,38
17910,22250,73,1/23/2021,31
17911,21873,92,1/23/2021,2
17912,40724,17,10/22/2023,38
17913,18263,96,2/22/2020,9
17914,36947,24,11/21/2022,47
17915,26290,22,2/14/2020,31
17916,19493,95,3/4/2023,6
17917,41725,65,1/8/2020,18
17918,3148,32,11/29/2021,4
17919,21174,67,7/8/2020,11
17920,8466,41,11/3/2020,41
17921,23353,45,3/11/2020,2
17922,26493,53,9/2/2020,18
17923,18696,96,3/14/2021,37
17924,27076,37,1/15/2022,4
17925,17262,73,3/31/2021,8
17926,2864,61,3/6/2021,37
17927,12178,88,11/1/2020,30
17928,6537,79,5/9/2021,48
17929,10875,57,5/5/2021,45
17930,7281,69,12/29/2023,18
17931,5245,18,5/6/2020,20
17932,33304,43,1/11/2023,23
17933,27019,28,3/27/2021,36
17934,17555,90,6/11/2020,6
17935,19967,6,3/11/2020,1
17936,26774,66,9/21/2021,32
17937,43641,24,8/31/2022,43
17938,20844,50,1/17/2020,24
17939,7609,18,3/10/2020,19
17940,36707,78,1/5/2021,35
17941,7591,90,1/19/2020,7
17942,14988,72,3/17/2021,45
17943,26973,56,10/15/2020,8
17944,19054,80,5/7/2021,26
17945,39642,23,12/21/2023,45
17946,36134,21,1/26/2022,17
17947,5455,73,9/14/2023,36
17948,30230,4,7/24/2020,22
17949,10139,89,12/17/2022,45
17950,14477,92,5/3/2021,16
17951,39539,64,7/7/2020,40
17952,23977,73,12/4/2021,40
17953,10016,65,9/7/2022,43
17954,17418,4,4/3/2022,7
17955,25316,16,2/13/2022,50
17956,18654,89,3/27/2023,27
17957,17228,19,9/7/2022,16
17958,39170,14,7/28/2021,49
17959,13640,4,12/20/2023,27
17960,20855,64,12/9/2022,34
17961,11628,100,6/8/2021,42
17962,25177,74,5/30/2021,26
17963,5316,19,3/7/2020,9
17964,48542,2,9/15/2020,46
17965,4443,82,4/11/2021,36
17966,11528,94,1/30/2022,48
17967,1647,19,7/16/2020,12
17968,24791,62,7/20/2021,16
17969,17434,71,3/11/2023,7
17970,764,80,1/29/2023,41
17971,21969,34,12/11/2022,4
17972,12773,55,4/1/2023,42
17973,44318,55,10/12/2022,30
17974,42874,11,12/17/2020,8
17975,8637,18,10/2/2020,34
17976,16297,20,7/8/2022,43
17977,44606,6,5/21/2021,20
17978,7299,49,4/7/2020,29
17979,14576,82,10/14/2021,14
17980,16867,13,4/8/2020,15
17981,36182,8,10/23/2021,22
17982,22008,44,9/3/2020,36
17983,22623,24,9/8/2020,15
17984,910,69,12/5/2022,7
17985,1672,80,10/3/2022,1
17986,45457,25,3/1/2020,28
17987,12694,81,9/18/2022,48
17988,7075,61,11/13/2021,40
17989,27267,53,1/22/2020,12
17990,44551,67,6/16/2023,28
17991,8432,7,12/16/2021,3
17992,42249,66,9/27/2022,41
17993,42402,97,4/4/2023,31
17994,4979,4,2/28/2023,30
17995,26869,50,5/19/2023,16
17996,1813,57,12/11/2022,4
17997,58,49,7/23/2023,39
17998,33196,100,2/11/2023,15
17999,30920,61,9/22/2023,41
18000,17202,87,12/9/2023,23
18001,41294,79,12/19/2022,33
18002,4435,98,1/10/2021,49
18003,16851,86,11/29/2022,1
18004,27780,9,7/23/2023,46
18005,5943,99,12/27/2020,5
18006,31887,49,3/7/2020,48
18007,29318,87,3/24/2021,39
18008,8535,68,6/16/2021,39
18009,41359,39,11/18/2020,26
18010,46218,61,11/9/2022,6
18011,33054,76,10/30/2021,12
18012,7951,3,11/4/2023,32
18013,13293,64,8/18/2020,35
18014,44690,34,9/5/2023,26
18015,38954,91,9/23/2022,22
18016,9264,32,9/21/2021,8
18017,27068,57,12/10/2021,25
18018,6719,16,10/18/2022,36
18019,14221,35,8/1/2020,21
18020,28088,26,1/14/2021,43
18021,45731,13,6/18/2022,32
18022,33341,59,10/8/2021,50
18023,46356,13,12/17/2020,30
18024,13686,83,3/1/2022,6
18025,49333,95,5/24/2020,22
18026,15216,41,11/7/2022,33
18027,5468,23,7/1/2023,19
18028,18054,16,1/8/2020,28
18029,42421,29,4/14/2023,23
18030,18978,62,7/12/2023,15
18031,11474,26,11/8/2021,20
18032,25887,78,4/4/2022,41
18033,31558,2,6/28/2021,17
18034,29692,16,4/2/2020,7
18035,3409,79,7/22/2020,8
18036,32681,12,7/2/2022,49
18037,40680,14,5/12/2021,24
18038,40442,65,1/26/2023,31
18039,20604,91,8/20/2022,45
18040,26454,52,6/11/2023,18
18041,24856,60,12/5/2021,49
18042,7416,26,3/19/2022,10
18043,39591,62,3/17/2020,34
18044,13163,33,2/25/2023,2
18045,11713,58,11/12/2020,46
18046,29409,12,3/24/2022,9
18047,16353,70,4/9/2021,8
18048,1018,31,7/31/2020,50
18049,34270,38,8/7/2022,38
18050,3856,70,9/12/2020,33
18051,21878,74,10/2/2023,4
18052,43832,45,4/7/2020,45
18053,28620,48,4/6/2022,29
18054,10191,20,1/14/2021,15
18055,1790,12,11/25/2023,10
18056,34447,8,10/7/2023,22
18057,34675,57,4/13/2020,37
18058,45463,86,9/25/2022,27
18059,18759,47,10/19/2020,45
18060,40974,20,12/28/2021,23
18061,8805,79,4/24/2022,10
18062,15712,88,4/10/2021,43
18063,4515,77,5/11/2021,27
18064,19641,47,3/8/2023,35
18065,40771,59,1/27/2023,10
18066,14979,36,9/14/2022,16
18067,9755,14,3/7/2023,25
18068,48834,45,7/29/2020,29
18069,46643,92,5/31/2023,37
18070,34938,93,6/11/2023,49
18071,4983,43,4/13/2023,30
18072,4234,48,12/31/2020,37
18073,43709,41,11/16/2021,47
18074,4969,78,4/3/2020,42
18075,31326,54,10/14/2020,5
18076,3790,81,2/18/2021,50
18077,6676,99,3/31/2023,3
18078,45628,73,5/16/2020,23
18079,29295,91,10/23/2023,35
18080,6491,24,6/6/2021,19
18081,38654,80,4/27/2022,2
18082,31531,6,1/3/2020,15
18083,13793,36,9/16/2022,27
18084,9752,16,10/24/2021,48
18085,34525,3,1/14/2023,42
18086,36732,93,5/30/2021,21
18087,7965,4,11/7/2021,31
18088,35038,98,8/17/2020,46
18089,24776,98,1/21/2021,11
18090,2692,93,3/29/2020,46
18091,248,78,5/29/2023,15
18092,2364,4,10/20/2023,24
18093,19022,13,12/13/2021,4
18094,11164,25,8/11/2021,25
18095,18953,65,5/3/2022,2
18096,20204,90,8/30/2022,19
18097,37596,53,10/31/2020,20
18098,4727,58,7/13/2023,19
18099,40415,22,8/27/2023,9
18100,35746,95,4/4/2023,40
18101,27658,19,11/2/2020,36
18102,2294,93,5/14/2021,33
18103,46963,95,4/19/2023,32
18104,47580,100,9/18/2023,1
18105,45473,66,3/16/2022,26
18106,18987,3,2/21/2020,28
18107,34518,14,5/31/2023,16
18108,28056,75,3/15/2022,3
18109,27745,45,12/7/2020,47
18110,32741,82,8/15/2022,33
18111,18701,46,7/1/2021,19
18112,21699,9,2/11/2022,11
18113,17015,85,4/19/2023,45
18114,10609,78,1/28/2022,31
18115,26343,52,8/15/2022,31
18116,20106,23,1/28/2020,46
18117,18737,25,9/22/2021,18
18118,46481,18,5/14/2023,27
18119,3257,74,3/8/2022,14
18120,15440,82,12/31/2021,35
18121,43039,10,7/6/2022,50
18122,28988,58,11/8/2021,33
18123,27713,4,8/16/2020,5
18124,41129,36,6/17/2022,19
18125,6762,96,11/25/2020,8
18126,41996,99,11/29/2023,6
18127,40486,69,6/26/2021,24
18128,176,30,1/30/2023,3
18129,35923,42,2/18/2023,27
18130,31187,88,8/16/2021,4
18131,48240,12,3/5/2022,47
18132,42359,28,7/26/2022,15
18133,29881,4,3/13/2023,44
18134,11682,78,1/28/2022,31
18135,23483,16,12/6/2022,20
18136,42442,19,7/27/2023,3
18137,42787,53,6/2/2021,32
18138,39135,100,9/2/2020,1
18139,569,63,11/1/2021,30
18140,29778,45,8/31/2022,9
18141,26807,67,6/9/2023,9
18142,4915,81,2/28/2023,1
18143,38664,83,12/8/2021,38
18144,23038,95,3/2/2021,40
18145,19089,40,6/11/2022,47
18146,44237,11,6/8/2023,42
18147,32148,55,10/21/2020,12
18148,34477,29,10/17/2023,34
18149,8260,35,9/5/2023,31
18150,6317,27,2/21/2020,7
18151,23998,13,9/11/2022,11
18152,24888,27,9/15/2021,23
18153,25265,84,11/28/2023,16
18154,14602,86,10/28/2022,33
18155,18467,100,7/26/2023,49
18156,43612,40,9/23/2020,36
18157,31379,66,8/22/2022,20
18158,18375,43,1/11/2021,14
18159,40291,27,4/3/2022,18
18160,46329,94,9/7/2021,31
18161,29058,10,1/27/2023,18
18162,14171,41,3/22/2022,50
18163,47978,36,6/18/2022,43
18164,43844,49,10/29/2020,26
18165,23301,91,7/20/2020,17
18166,25975,53,5/31/2021,43
18167,15792,65,8/15/2020,21
18168,18703,63,1/20/2020,30
18169,21188,90,11/23/2022,23
18170,37540,45,3/24/2022,46
18171,46597,73,6/28/2023,1
18172,49184,14,9/17/2023,40
18173,40500,39,8/16/2023,18
18174,24811,6,10/10/2021,49
18175,34585,46,6/3/2023,36
18176,3709,41,2/25/2021,39
18177,46779,53,1/15/2022,29
18178,38107,46,6/10/2020,46
18179,26352,68,11/8/2021,2
18180,12136,94,5/26/2023,49
18181,42622,39,12/8/2023,4
18182,18810,7,3/14/2022,43
18183,40348,78,4/8/2022,13
18184,6943,69,2/20/2022,3
18185,28649,90,8/25/2022,37
18186,16204,99,4/5/2023,20
18187,30774,59,2/22/2020,49
18188,29941,44,3/19/2023,42
18189,15409,16,4/18/2021,29
18190,24550,24,12/14/2023,31
18191,38989,22,3/15/2020,37
18192,15587,79,4/16/2023,22
18193,48967,99,8/14/2021,31
18194,49869,30,10/25/2021,18
18195,30246,40,4/17/2020,34
18196,21826,89,12/1/2023,14
18197,40840,38,8/17/2023,30
18198,44431,97,11/15/2023,27
18199,33815,15,1/27/2021,46
18200,11724,99,3/21/2020,43
18201,678,83,8/29/2021,22
18202,48934,65,12/23/2023,18
18203,25247,98,7/7/2020,35
18204,48623,62,7/30/2020,44
18205,44120,6,11/23/2020,27
18206,3403,45,9/10/2021,10
18207,35641,73,12/25/2023,30
18208,30005,13,2/9/2023,41
18209,39463,28,12/25/2020,23
18210,39162,70,11/4/2020,1
18211,13217,74,2/12/2023,4
18212,21497,100,9/29/2021,7
18213,24961,99,3/8/2020,37
18214,18973,46,11/20/2020,5
18215,36808,46,11/22/2021,36
18216,17166,85,3/30/2023,50
18217,40896,52,12/31/2020,20
18218,23976,95,1/18/2022,2
18219,26208,52,10/3/2023,22
18220,28069,95,6/21/2020,49
18221,18186,83,3/24/2023,41
18222,9353,18,8/11/2023,43
18223,9266,89,1/11/2022,50
18224,2206,99,5/9/2020,39
18225,25076,17,7/1/2020,7
18226,214,78,8/17/2023,2
18227,2897,24,3/7/2022,36
18228,28740,46,6/2/2020,26
18229,35010,75,7/20/2020,39
18230,17557,14,3/31/2022,25
18231,39162,93,5/19/2023,1
18232,8337,77,3/30/2023,13
18233,8630,90,9/3/2023,20
18234,8307,89,7/26/2020,27
18235,349,45,7/1/2023,5
18236,40659,38,6/7/2022,26
18237,4803,54,6/7/2022,10
18238,32752,40,7/5/2022,8
18239,37638,25,1/4/2022,7
18240,29538,92,1/28/2020,47
18241,38343,37,3/1/2021,46
18242,5762,46,9/28/2023,29
18243,21857,31,4/20/2022,37
18244,29131,41,11/19/2023,17
18245,30489,8,3/21/2020,18
18246,49450,1,7/28/2022,46
18247,33953,25,5/10/2022,12
18248,48416,50,12/27/2021,46
18249,5841,7,2/4/2022,32
18250,35348,6,10/4/2020,40
18251,33492,97,4/14/2022,24
18252,5704,19,3/27/2020,13
18253,6507,61,3/31/2022,48
18254,39786,26,6/28/2021,29
18255,4995,58,6/7/2023,7
18256,21339,68,12/10/2020,49
18257,26875,74,1/30/2022,47
18258,23964,78,11/19/2021,27
18259,19685,14,6/17/2023,18
18260,40879,29,11/25/2020,25
18261,38826,5,9/18/2022,6
18262,49008,18,4/27/2022,2
18263,3212,74,4/20/2020,34
18264,5532,50,9/2/2023,3
18265,42443,21,5/19/2022,1
18266,21370,30,12/2/2022,46
18267,11817,74,12/10/2023,43
18268,27946,57,4/9/2021,49
18269,23990,63,9/9/2023,11
18270,29465,88,9/7/2023,19
18271,37975,8,10/20/2020,32
18272,15583,76,9/1/2021,36
18273,28852,14,1/11/2022,29
18274,27852,73,4/15/2021,5
18275,47399,58,1/13/2021,33
18276,41352,89,11/4/2021,44
18277,38728,95,11/19/2022,17
18278,13262,68,4/6/2020,25
18279,7011,4,11/11/2022,34
18280,2528,7,10/28/2022,18
18281,49494,36,8/15/2023,39
18282,102,49,5/7/2020,19
18283,31774,57,9/14/2023,26
18284,36056,93,8/7/2023,2
18285,35958,91,5/26/2023,8
18286,6626,48,1/26/2021,50
18287,21901,6,5/17/2021,25
18288,17260,88,1/6/2020,16
18289,13920,67,10/25/2022,45
18290,27196,78,3/26/2023,47
18291,28867,40,4/24/2020,16
18292,17233,78,3/17/2020,41
18293,44980,92,8/22/2022,18
18294,31357,13,12/31/2021,16
18295,6151,8,3/3/2020,3
18296,17842,63,3/25/2023,48
18297,38684,4,2/18/2021,30
18298,40181,95,2/10/2020,14
18299,49587,84,6/18/2022,38
18300,16049,22,11/8/2022,15
18301,4993,4,12/6/2022,33
18302,20115,24,8/7/2022,5
18303,6927,23,4/18/2023,19
18304,25526,3,5/23/2023,46
18305,2551,14,12/22/2020,41
18306,18420,1,8/22/2020,6
18307,12112,44,3/5/2021,27
18308,9910,93,6/24/2022,29
18309,12598,6,12/29/2021,44
18310,3820,16,6/17/2021,16
18311,15736,72,3/11/2023,44
18312,30837,34,4/22/2022,46
18313,997,48,6/22/2023,44
18314,5188,79,10/12/2022,22
18315,27316,73,4/3/2021,6
18316,27282,90,8/21/2020,12
18317,11014,47,9/17/2021,18
18318,19423,37,10/3/2022,46
18319,26401,2,3/26/2020,29
18320,14367,39,5/15/2020,29
18321,34065,79,11/3/2020,3
18322,13260,86,4/21/2021,17
18323,46435,31,9/4/2022,25
18324,41960,45,10/31/2020,44
18325,13,83,7/25/2021,36
18326,1269,4,8/24/2020,4
18327,30068,10,2/7/2023,21
18328,36945,91,7/19/2020,46
18329,31324,17,9/1/2023,42
18330,7118,23,7/21/2022,27
18331,5748,65,10/19/2021,20
18332,32083,44,8/14/2023,1
18333,28572,33,12/10/2021,34
18334,11307,51,4/22/2020,24
18335,48490,7,7/9/2021,48
18336,21964,1,3/3/2021,48
18337,11590,99,7/18/2022,48
18338,16054,19,8/10/2023,44
18339,49188,25,5/4/2020,42
18340,19102,37,4/10/2023,13
18341,836,48,6/14/2022,6
18342,470,96,10/4/2022,8
18343,49950,56,9/23/2021,9
18344,45396,99,7/11/2023,42
18345,36620,68,3/13/2020,38
18346,13455,15,2/13/2022,8
18347,4241,84,2/6/2022,42
18348,9120,94,10/24/2022,33
18349,44853,11,8/2/2022,20
18350,47313,9,2/27/2023,35
18351,3610,42,10/30/2023,23
18352,33831,3,1/10/2020,19
18353,5295,64,6/25/2023,24
18354,20637,12,10/23/2020,50
18355,28784,62,4/13/2021,24
18356,19107,37,3/19/2022,46
18357,14703,80,8/5/2023,41
18358,1910,58,9/15/2021,25
18359,38871,70,1/1/2022,49
18360,46406,37,10/1/2023,38
18361,33375,40,4/24/2020,14
18362,24008,69,2/5/2021,17
18363,7064,34,3/24/2021,1
18364,48259,16,5/20/2020,50
18365,20496,5,8/9/2021,40
18366,38865,26,5/4/2020,16
18367,14723,73,10/28/2022,24
18368,34775,80,9/9/2021,13
18369,5115,67,6/18/2023,13
18370,8763,50,9/15/2020,22
18371,19070,99,12/26/2023,46
18372,44993,20,4/1/2020,49
18373,46151,29,2/26/2022,27
18374,47904,66,12/13/2020,46
18375,20417,99,8/22/2020,46
18376,28846,36,7/15/2020,32
18377,353,68,1/11/2023,13
18378,28319,22,1/3/2022,30
18379,37478,28,9/6/2020,44
18380,33655,31,3/29/2020,21
18381,17667,13,12/13/2022,16
18382,41276,18,3/18/2020,25
18383,29490,38,11/18/2022,29
18384,49567,98,5/11/2020,11
18385,34211,4,6/19/2022,18
18386,41986,93,2/24/2020,4
18387,30190,66,12/19/2023,45
18388,34509,97,9/27/2021,20
18389,3637,91,12/29/2020,21
18390,15503,36,12/21/2023,9
18391,17971,25,6/24/2020,49
18392,1854,33,9/16/2021,15
18393,35369,78,6/25/2020,46
18394,28580,75,5/26/2023,6
18395,37917,5,7/10/2023,23
18396,26358,59,8/4/2023,11
18397,3198,87,5/9/2020,18
18398,25774,50,4/26/2020,28
18399,383,16,1/3/2020,26
18400,40694,34,3/28/2021,29
18401,6021,79,3/26/2020,31
18402,24915,5,10/20/2021,35
18403,18241,29,6/10/2021,2
18404,34673,22,11/13/2020,45
18405,6160,23,12/31/2020,15
18406,48419,24,1/5/2021,21
18407,4339,8,10/7/2023,5
18408,30559,68,9/25/2022,22
18409,8241,50,2/17/2020,15
18410,18801,71,11/14/2022,15
18411,18745,75,5/5/2023,31
18412,19225,88,1/7/2022,21
18413,39717,65,2/1/2022,5
18414,21659,74,1/28/2021,26
18415,46140,59,9/17/2023,28
18416,47540,88,6/3/2023,19
18417,49330,3,1/1/2022,13
18418,32173,50,4/19/2021,35
18419,18897,43,9/18/2020,25
18420,35621,64,1/19/2020,11
18421,31726,32,9/6/2020,37
18422,39338,49,9/22/2022,10
18423,31016,85,2/15/2021,50
18424,31307,36,6/19/2023,5
18425,15321,63,8/30/2023,33
18426,26439,99,11/28/2020,50
18427,6296,97,8/15/2023,26
18428,41077,1,11/4/2023,27
18429,42299,42,4/17/2022,5
18430,10277,76,1/30/2020,9
18431,15587,25,7/20/2021,39
18432,22402,33,10/6/2021,19
18433,29696,72,8/30/2023,38
18434,33536,69,8/19/2022,1
18435,8193,36,4/26/2023,37
18436,25811,21,1/9/2021,41
18437,35616,81,7/11/2023,38
18438,44230,77,7/3/2023,39
18439,40185,81,8/6/2022,29
18440,2405,18,7/30/2022,2
18441,18477,5,1/12/2022,11
18442,28976,66,6/4/2020,32
18443,26546,48,5/9/2020,27
18444,36621,13,2/11/2023,14
18445,14588,49,10/2/2022,14
18446,48582,46,3/1/2021,20
18447,29204,58,9/5/2021,15
18448,27923,92,9/29/2022,41
18449,17365,79,9/24/2022,36
18450,42582,99,1/13/2021,8
18451,12553,94,10/24/2021,36
18452,46240,31,6/9/2022,8
18453,14023,8,9/16/2021,28
18454,9057,33,11/20/2020,47
18455,29163,21,8/18/2022,4
18456,11189,13,10/30/2021,20
18457,4472,91,4/30/2022,5
18458,12819,99,2/2/2020,18
18459,40846,10,2/23/2023,41
18460,32722,32,7/21/2022,37
18461,8713,27,3/30/2023,38
18462,21498,17,11/28/2022,21
18463,30311,78,12/5/2021,38
18464,38938,5,9/15/2020,12
18465,3299,74,2/5/2022,18
18466,8166,55,5/5/2022,28
18467,49189,36,10/24/2021,19
18468,8828,4,2/2/2023,33
18469,10633,75,3/31/2020,32
18470,10836,29,3/4/2020,6
18471,26780,93,8/12/2021,25
18472,35781,42,2/24/2022,22
18473,22918,17,11/13/2020,35
18474,46089,40,12/6/2022,28
18475,38612,4,3/19/2021,13
18476,27600,42,12/2/2022,20
18477,16036,79,5/26/2022,44
18478,43284,65,4/17/2021,7
18479,21246,58,4/27/2021,44
18480,38638,76,12/10/2023,46
18481,43557,65,8/30/2021,32
18482,19044,74,5/4/2020,47
18483,14108,81,6/17/2023,2
18484,5516,2,11/6/2022,16
18485,34211,74,5/7/2022,50
18486,31656,18,3/3/2020,23
18487,8745,67,12/31/2021,23
18488,15533,53,5/25/2021,20
18489,37721,11,8/8/2021,19
18490,13866,25,3/26/2022,21
18491,33405,77,12/12/2023,25
18492,13070,76,5/4/2020,16
18493,40548,95,10/12/2020,33
18494,17450,63,1/11/2023,44
18495,7113,55,9/30/2023,48
18496,30357,49,12/19/2022,41
18497,33144,78,1/30/2022,3
18498,6716,5,4/27/2020,3
18499,26583,4,12/27/2022,31
18500,10795,97,10/12/2020,21
18501,10337,11,8/28/2023,22
18502,10219,54,5/14/2022,27
18503,45349,17,12/15/2022,20
18504,39458,49,12/13/2022,33
18505,47595,25,4/27/2022,14
18506,38418,48,12/17/2021,30
18507,46044,21,3/8/2023,42
18508,2614,17,6/27/2022,50
18509,23172,36,6/14/2021,15
18510,28263,92,10/24/2023,43
18511,10898,39,1/4/2020,22
18512,39270,8,7/13/2022,14
18513,49622,81,11/27/2020,46
18514,20903,10,8/27/2020,20
18515,36045,75,2/2/2020,17
18516,43355,89,12/25/2023,42
18517,16805,10,9/15/2021,15
18518,42775,30,7/4/2023,4
18519,18966,94,7/21/2021,34
18520,45164,54,8/11/2021,17
18521,34610,42,4/26/2020,12
18522,34710,94,4/10/2020,43
18523,27975,65,8/5/2022,35
18524,2217,12,7/25/2023,27
18525,215,40,10/30/2020,32
18526,34481,77,10/1/2022,31
18527,3077,82,3/12/2022,45
18528,26641,22,1/22/2022,23
18529,39998,15,10/27/2020,24
18530,16496,52,11/22/2021,29
18531,12808,23,5/1/2023,8
18532,36157,19,11/5/2021,3
18533,48594,3,11/21/2021,35
18534,27195,96,3/11/2020,18
18535,37817,49,8/17/2023,10
18536,18362,97,2/10/2021,17
18537,28349,79,9/8/2022,17
18538,46492,21,9/23/2021,12
18539,36156,14,4/13/2020,44
18540,19827,57,12/6/2023,37
18541,9246,52,12/15/2020,47
18542,32610,85,11/13/2020,1
18543,22194,16,9/24/2022,31
18544,45658,96,6/23/2021,50
18545,48111,39,2/19/2022,38
18546,44386,37,3/15/2020,7
18547,44093,85,5/28/2022,43
18548,43876,52,7/28/2023,5
18549,24484,23,11/21/2023,35
18550,14109,53,11/7/2021,31
18551,24871,34,1/18/2020,22
18552,30533,13,10/16/2021,19
18553,26763,96,12/28/2023,27
18554,30060,19,6/22/2020,47
18555,9987,83,3/8/2020,16
18556,35306,53,6/11/2022,2
18557,43100,68,7/11/2022,32
18558,26834,55,10/24/2021,37
18559,40923,25,8/24/2021,40
18560,4766,10,1/7/2020,28
18561,17423,100,9/19/2021,27
18562,16654,75,4/19/2020,45
18563,17059,39,9/5/2020,4
18564,8290,18,7/30/2022,4
18565,4007,9,9/1/2022,29
18566,46069,78,7/26/2021,46
18567,27861,31,3/22/2020,25
18568,26542,100,2/5/2020,26
18569,5178,76,12/19/2020,35
18570,34196,34,11/3/2021,13
18571,15513,57,2/1/2023,31
18572,5469,81,6/23/2021,42
18573,41285,62,1/11/2021,47
18574,22260,4,11/2/2022,50
18575,10435,18,5/23/2023,19
