product_id,category_id,supplier_id,price
1526,17,158,645
1527,24,71,746
1528,2,86,2534
1529,12,156,467
1530,8,176,1284
1531,15,150,4539
1532,25,105,215
1533,22,82,2556
1534,29,24,4676
1535,7,166,3916
1536,20,169,781
1537,21,194,1814
1538,27,41,2743
1539,12,7,122
1540,23,38,1666
1541,3,2,573
1542,8,39,4937
1543,7,128,614
1544,8,149,3485
1545,11,113,2235
1546,27,83,3084
1547,30,136,4137
1548,4,47,2480
1549,1,113,3860
1550,7,108,4733
1551,5,136,4410
1552,12,138,3598
1553,26,41,3764
1554,18,103,1770
1555,7,123,931
1556,21,148,359
1557,23,138,4374
1558,28,76,2735
1559,26,24,4101
1560,18,108,2192
1561,18,70,3525
1562,14,99,167
1563,8,101,4836
1564,26,190,4565
1565,26,34,4422
1566,2,70,3956
1567,9,189,472
1568,4,162,3582
1569,5,82,3114
1570,21,15,4623
1571,10,174,1934
1572,24,101,3687
1573,30,12,3192
1574,9,73,538
1575,20,42,931
1576,7,93,2097
1577,27,22,215
1578,26,70,1235
1579,17,20,739
1580,9,31,1542
1581,5,173,997
1582,30,43,2063
1583,29,115,3305
1584,12,42,1627
1585,24,145,1240
1586,17,61,1957
1587,21,4,847
1588,30,30,4833
1589,16,38,1137
1590,14,153,1823
1591,14,71,3506
1592,17,56,3551
1593,5,30,2673
1594,23,97,3709
1595,17,43,2409
1596,29,183,2508
1597,21,28,2517
1598,18,10,2719
1599,29,192,764
1600,2,143,1811
1601,5,66,871
1602,28,140,4555
1603,29,195,1023
1604,4,109,2810
1605,15,169,3003
1606,19,12,1816
1607,13,177,1812
1608,12,160,3072
1609,16,98,3009
1610,26,144,1368
1611,24,20,3564
1612,26,74,3666
1613,18,67,2079
1614,26,193,3623
1615,6,53,2254
1616,25,50,1102
1617,25,55,2837
1618,23,155,1367
1619,3,64,2430
1620,15,172,1027
1621,4,117,1789
1622,18,77,892
1623,10,190,3776
1624,2,21,4744
1625,5,142,2751
1626,22,31,4231
1627,17,19,2887
1628,21,3,1054
1629,18,130,2456
1630,28,100,4472
1631,28,15,2095
1632,22,73,2273
1633,5,131,2963
1634,28,151,255
1635,1,117,4746
1636,20,187,3981
1637,22,104,1215
1638,17,24,4752
1639,25,168,3235
1640,27,133,4493
1641,30,192,3761
1642,19,51,488
1643,3,130,2341
1644,18,134,742
1645,15,47,1552
1646,28,70,1549
1647,4,184,2840
1648,2,96,3806
1649,20,25,4222
1650,24,136,4034
1651,13,43,3220
1652,15,41,456
1653,17,119,758
1654,26,106,4500
1655,26,66,4938
1656,28,91,1844
1657,2,90,2600
1658,30,182,547
1659,16,55,4593
1660,28,187,636
1661,19,199,1753
1662,11,195,860
1663,25,152,3740
1664,11,74,735
1665,16,17,714
1666,2,127,4957
1667,18,85,1408
1668,16,45,4248
1669,12,89,3033
1670,18,19,1925
1671,6,180,3944
1672,19,107,2700
1673,1,18,3756
1674,27,61,3495
1675,12,22,791
1676,29,130,2075
1677,7,186,1164
1678,27,147,1909
1679,8,35,4026
1680,16,195,1588
1681,29,98,4971
1682,18,76,3410
1683,27,91,3869
1684,18,45,1330
1685,7,53,3246
1686,12,25,3304
1687,7,190,1178
1688,20,47,3198
1689,17,139,3366
1690,20,160,4750
1691,11,126,3061
1692,2,194,3396
1693,8,93,1888
1694,16,10,1621
1695,19,53,4004
1696,19,175,1753
1697,5,15,1749
1698,26,56,2211
1699,27,168,2233
1700,21,92,1448
1701,12,60,559
1702,25,144,837
1703,23,120,4156
1704,19,71,2398
1705,6,188,2588
1706,9,85,376
1707,26,179,1192
1708,4,171,1082
1709,12,19,4815
1710,3,137,917
1711,16,198,2081
1712,27,55,4155
1713,19,80,1480
1714,17,91,4276
1715,16,37,1994
1716,17,151,3819
1717,30,140,4947
1718,15,187,2067
1719,20,114,602
1720,15,76,2909
1721,1,142,1667
1722,30,66,2030
1723,11,177,979
1724,7,152,2566
1725,22,7,4853
1726,22,23,1989
1727,26,169,2399
1728,17,154,1462
1729,15,159,842
1730,24,199,2397
1731,27,85,1761
1732,5,178,4393
1733,2,168,2000
1734,10,102,2532
1735,24,61,3395
1736,29,193,449
1737,11,4,637
1738,21,31,1570
1739,4,139,4004
1740,12,12,1945
1741,13,45,3600
1742,14,43,3841
1743,7,28,1114
1744,22,86,1968
1745,5,126,1422
1746,9,12,4888
1747,29,192,3405
1748,30,79,2311
1749,16,66,4116
1750,28,115,3172
1751,3,102,3022
1752,9,76,3147
1753,12,182,2698
1754,6,108,4194
1755,6,109,516
1756,29,164,136
1757,21,18,417
1758,3,179,3014
1759,26,16,1090
1760,17,120,3928
1761,5,141,4788
1762,24,155,281
1763,22,89,1225
1764,14,125,716
1765,23,121,4317
1766,27,170,2098
1767,4,165,1618
1768,23,155,3196
1769,19,55,1417
1770,8,74,933
1771,17,92,528
1772,4,31,4520
1773,14,63,4943
1774,10,144,2990
1775,13,17,2093
1776,14,161,4877
1777,15,188,3240
1778,16,133,3860
1779,20,165,2510
1780,28,83,2227
1781,6,107,2706
1782,12,162,357
1783,10,177,3720
1784,14,79,3706
1785,4,52,3615
1786,14,191,1854
1787,22,73,2041
1788,14,81,4611
1789,24,160,1972
1790,19,33,3039
1791,30,189,2811
1792,24,27,872
1793,7,133,1078
1794,19,154,949
1795,1,34,3831
1796,9,41,2969
1797,7,100,1311
1798,7,96,3847
1799,8,51,850
1800,14,49,2994
1801,12,182,1179
1802,14,140,2232
1803,24,53,4909
1804,25,46,2846
1805,1,44,4596
1806,17,119,1777
1807,21,118,4477
1808,12,97,1932
1809,16,142,708
1810,19,38,3699
1811,28,11,1624
1812,28,40,2893
1813,22,1,2800
1814,16,1,4181
1815,17,106,392
1816,5,176,3782
1817,19,68,394
1818,8,117,523
1819,13,85,4593
1820,22,22,399
1821,3,45,1949
1822,20,133,3261
1823,1,79,4816
1824,12,42,3996
1825,5,112,3971
1826,5,93,4014
1827,24,71,3710
1828,2,102,2056
1829,3,4,2756
1830,20,77,1629
1831,20,137,3371
1832,8,200,3805
1833,5,82,1946
1834,21,122,4906
1835,9,90,1705
1836,11,197,3019
1837,14,151,534
1838,26,112,2846
1839,21,90,4961
1840,28,110,4621
1841,22,17,4219
1842,13,180,2464
1843,12,17,407
1844,24,46,3617
1845,24,11,2589
1846,7,103,4548
1847,9,151,4494
1848,21,37,2482
1849,13,96,3777
1850,16,155,2330
1851,4,27,4970
1852,2,104,4878
1853,8,155,4983
1854,3,29,2559
1855,5,1,2385
1856,5,30,3545
1857,28,150,1808
1858,17,152,3935
1859,19,137,1692
1860,28,145,2645
1861,14,90,2655
1862,27,6,2640
1863,5,121,1046
1864,20,95,2457
1865,27,149,2469
1866,12,58,857
1867,24,199,2843
1868,1,13,4022
1869,23,109,4155
1870,19,182,3349
1871,18,54,155
1872,29,189,1419
1873,13,172,2497
1874,18,171,403
1875,7,50,2353
1876,4,122,3495
1877,23,137,670
1878,4,111,4803
1879,19,188,835
1880,29,41,410
1881,17,87,1560
1882,25,31,4575
1883,22,74,4178
1884,13,199,650
1885,5,134,894
1886,22,23,2458
1887,17,160,1931
1888,2,47,1838
1889,14,20,3166
1890,14,68,1016
1891,27,109,3307
1892,2,55,4109
1893,28,21,2777
1894,14,81,4104
1895,18,185,1871
1896,22,101,2758
1897,19,193,2515
1898,4,140,2705
1899,30,15,3930
1900,8,110,3297
1901,18,63,4552
1902,1,179,868
1903,2,111,820
1904,6,35,1669
1905,16,188,1393
1906,15,195,2167
1907,9,123,4898
1908,9,32,1384
1909,27,14,3011
1910,13,26,3031
1911,6,133,4539
1912,20,66,1473
1913,15,37,3138
1914,17,143,4535
1915,8,169,3099
1916,9,46,4359
1917,18,49,2014
1918,26,92,4072
1919,22,164,2779
1920,30,127,1594
1921,11,174,4560
1922,28,68,3088
1923,1,196,2099
1924,13,95,861
1925,12,27,1446
1926,16,154,1275
1927,12,28,3869
1928,30,180,1538
1929,24,14,4671
1930,1,167,1154
1931,30,196,1508
1932,15,61,2721
1933,18,188,590
1934,21,52,2624
1935,6,16,2883
1936,14,2,4988
1937,16,13,548
1938,14,172,3192
1939,18,68,1856
1940,29,154,3755
1941,11,169,2917
1942,9,171,4663
1943,26,96,3540
1944,4,43,2941
1945,11,20,4548
1946,29,75,3112
1947,17,15,2608
1948,13,104,4304
1949,25,70,2336
1950,3,20,595
1951,10,15,1051
1952,11,101,395
1953,6,86,227
1954,26,78,1698
1955,17,110,855
1956,24,118,552
1957,15,131,2947
1958,8,95,3887
1959,19,29,4548
1960,26,20,3944
1961,26,82,581
1962,22,81,4770
1963,11,48,3285
1964,4,114,146
1965,15,115,458
1966,8,78,3062
1967,4,163,2837
1968,8,132,345
1969,27,22,3857
1970,10,62,4124
1971,14,94,1335
1972,24,124,3819
1973,15,35,4280
1974,23,150,1645
1975,6,45,1984
1976,18,196,2142
1977,15,167,339
1978,7,193,4477
1979,30,36,3221
1980,9,167,2937
1981,21,78,578
1982,20,157,3942
1983,6,139,1977
1984,15,97,1944
1985,15,113,765
1986,20,102,3925
1987,26,167,3106
1988,16,65,1008
1989,24,186,681
1990,20,122,4838
1991,22,184,4827
1992,10,90,356
1993,20,180,3830
1994,13,12,4367
1995,20,124,3896
1996,17,166,3364
1997,7,31,213
1998,23,71,2037
1999,14,172,4188
2000,7,47,2942
2001,5,60,1243
2002,10,143,3308
2003,25,140,252
2004,19,98,920
2005,6,152,4682
2006,24,29,2978
2007,23,35,3139
2008,27,1,1000
2009,26,94,4318
2010,5,169,1635
2011,17,12,3406
2012,22,172,4801
2013,2,4,4004
2014,28,22,831
2015,15,142,1659
2016,4,166,1974
2017,4,82,2437
2018,21,17,318
2019,11,65,1405
2020,10,142,2505
2021,14,107,3734
2022,4,101,2984
2023,10,149,1249
2024,26,165,1463
2025,7,129,3434
2026,26,85,2140
2027,27,42,558
2028,29,133,1773
2029,14,26,3109
2030,9,40,2035
2031,11,110,4606
2032,20,176,4842
2033,23,5,605
2034,13,28,1455
2035,13,102,1576
2036,8,109,2193
2037,5,67,3548
2038,8,195,819
2039,13,92,2929
2040,23,192,3601
2041,24,3,4495
2042,7,163,3147
2043,2,183,1102
2044,28,155,736
2045,10,120,3900
2046,26,130,2099
2047,3,77,2554
2048,18,150,2994
2049,6,68,3799
2050,25,137,4615
2051,15,63,2717
2052,19,70,4785
2053,19,105,999
2054,27,172,624
2055,13,161,977
2056,23,77,3231
2057,22,155,4090
2058,30,70,4378
2059,1,121,4101
2060,15,127,681
2061,12,31,637
2062,18,54,4113
2063,13,130,2151
2064,10,103,1048
2065,13,82,4017
2066,7,25,1728
2067,12,84,2834
2068,21,3,3556
2069,9,66,2174
2070,29,91,2335
2071,26,101,3161
2072,8,187,2359
2073,3,131,4532
2074,21,128,1944
2075,7,45,897
2076,10,175,4487
2077,16,138,2149
2078,27,24,1838
2079,28,95,4714
2080,30,76,2704
2081,15,161,2467
2082,11,122,2088
2083,11,186,911
2084,1,164,2292
2085,7,1,2697
2086,15,9,400
2087,28,5,2643
2088,28,55,3700
2089,14,189,623
2090,14,194,1348
2091,6,55,1592
2092,17,71,2608
2093,29,74,4747
2094,23,28,1748
2095,13,133,1558
2096,18,144,2855
2097,14,105,4834
2098,8,144,3497
2099,2,26,3256
2100,4,135,4349
2101,11,1,3782
2102,28,101,3011
2103,21,145,312
2104,10,128,1387
2105,23,26,997
2106,15,183,4896
2107,23,128,2760
2108,14,15,4081
2109,14,85,405
2110,14,123,127
2111,11,65,1460
2112,19,171,2481
2113,3,179,4417
2114,1,66,3383
2115,17,36,2922
2116,28,95,538
2117,13,80,2000
2118,27,72,1528
2119,28,22,3701
2120,26,57,3172
2121,2,174,3221
2122,8,28,2725
2123,17,72,1304
2124,23,105,1732
2125,5,72,4090
2126,14,60,2263
2127,22,9,2672
2128,20,73,1972
2129,21,159,1159
2130,17,159,4538
2131,26,15,802
2132,19,29,235
2133,1,45,176
2134,2,170,1286
2135,4,29,1190
2136,27,164,3070
2137,23,74,3559
2138,13,70,2382
2139,14,185,345
2140,3,128,2181
2141,26,100,1187
2142,18,181,3054
2143,13,80,2660
2144,21,189,4766
2145,5,47,4649
2146,28,155,3035
2147,20,133,177
2148,9,78,3709
2149,6,22,4228
2150,30,11,2883
2151,21,197,2100
2152,7,81,3058
2153,6,73,3834
2154,16,187,4207
2155,9,67,1338
2156,23,169,3218
2157,3,142,582
2158,20,134,4480
2159,15,17,4873
2160,18,179,4830
2161,29,2,3559
2162,10,85,4185
2163,11,125,438
2164,25,26,4135
2165,4,8,307
2166,15,47,1553
2167,15,58,578
2168,9,119,554
2169,30,100,1938
2170,16,156,1877
2171,19,116,1576
2172,29,200,3089
2173,10,126,4483
2174,7,119,2014
2175,17,4,1516
2176,28,160,4365
2177,25,166,2539
2178,19,152,4549
2179,18,1,1696
2180,4,41,4643
2181,16,96,657
2182,4,37,215
2183,7,48,332
2184,22,79,1559
2185,20,113,1076
2186,21,132,3728
2187,16,43,2627
2188,7,123,3784
2189,16,8,1899
2190,3,183,4383
2191,1,190,758
2192,5,184,2715
2193,25,181,3280
2194,28,156,1417
2195,13,29,2398
2196,1,65,2863
2197,30,193,1985
2198,9,167,4853
2199,1,176,4535
2200,12,147,2472
2201,15,192,1477
2202,12,116,4676
2203,3,166,3746
2204,9,141,1489
2205,5,30,410
2206,30,126,1309
2207,13,181,4593
2208,28,51,2694
2209,3,33,2357
2210,6,123,2950
2211,28,178,4968
2212,5,167,2971
2213,27,55,1312
2214,5,187,3130
2215,19,163,3524
2216,7,9,879
2217,5,178,2460
2218,25,77,1398
2219,13,187,4478
2220,20,55,3015
2221,6,173,3628
2222,17,26,641
2223,4,178,1616
2224,29,105,2615
2225,3,56,3668
2226,5,111,1889
2227,25,185,2351
2228,28,55,2288
2229,1,165,4554
2230,15,125,835
2231,28,152,4719
2232,10,158,657
2233,22,128,620
2234,23,21,1860
2235,5,145,394
2236,7,9,1554
2237,24,56,3856
2238,2,176,4147
2239,19,168,1139
2240,5,20,788
2241,5,47,2939
2242,13,173,2360
2243,29,27,2046
2244,11,110,1294
2245,16,83,1342
2246,4,180,2933
2247,17,142,998
2248,11,118,3629
2249,28,185,112
2250,11,184,1666
2251,12,161,4923
2252,14,159,3654
2253,2,112,3320
2254,4,105,728
2255,14,143,761
2256,8,78,1331
2257,24,112,1147
2258,25,89,824
2259,18,46,2031
2260,17,117,2350
2261,19,168,994
2262,22,175,3049
2263,30,99,2969
2264,20,93,1601
2265,8,83,144
2266,1,87,2624
2267,10,77,1038
2268,11,196,4332
2269,12,55,3327
2270,30,170,692
2271,4,28,1533
2272,14,68,2353
2273,25,155,1082
2274,8,131,802
2275,13,58,2778
2276,8,78,1636
2277,4,45,1354
2278,25,3,4550
2279,28,137,3054
2280,27,38,3647
2281,14,198,4837
2282,11,178,2235
2283,10,141,1162
2284,14,71,4429
2285,29,149,4993
2286,20,63,2414
2287,5,104,1331
2288,4,86,1115
2289,21,18,2498
2290,5,164,3991
2291,11,12,4083
2292,25,112,2431
2293,10,7,2005
2294,14,146,3521
2295,17,60,1014
2296,15,142,3838
2297,3,97,1503
2298,26,36,3242
2299,28,120,4508
2300,10,100,512
2301,16,110,3081
2302,4,8,4383
2303,21,98,4260
2304,22,27,4212
2305,30,92,1084
2306,2,61,3587
2307,7,35,4175
2308,7,150,377
2309,18,26,4666
2310,13,53,2141
2311,22,103,1693
2312,18,36,1702
2313,13,190,3867
2314,23,99,1830
2315,16,181,3323
2316,27,137,1897
2317,3,134,2451
2318,4,160,2746
2319,2,179,231
2320,3,86,2434
2321,25,15,938
2322,5,156,2694
2323,7,151,4755
2324,27,200,992
2325,12,99,4947
2326,5,9,1475
2327,22,19,1312
2328,22,119,1444
2329,30,29,4078
2330,5,163,1911
2331,19,65,573
2332,4,187,4328
2333,15,26,1263
2334,22,193,2346
2335,24,20,952
2336,23,180,2155
2337,22,153,3894
2338,17,29,248
2339,11,144,241
2340,11,138,953
2341,8,77,881
2342,24,17,2935
2343,12,53,3748
2344,22,199,691
2345,17,79,1263
2346,8,196,4421
2347,8,54,1252
2348,22,147,3390
2349,10,68,2116
2350,27,140,2203
2351,6,170,4807
2352,19,45,1380
2353,13,123,3804
2354,7,67,546
2355,5,19,1832
2356,24,88,3061
2357,7,25,1689
2358,17,123,3899
2359,13,89,4484
2360,2,111,1407
2361,15,115,4793
2362,30,186,3290
2363,12,126,2877
2364,21,29,1191
2365,2,9,3923
2366,3,6,584
2367,25,43,2098
2368,17,137,4339
2369,21,178,2417
2370,23,74,3341
2371,27,73,4043
2372,3,86,1245
2373,20,145,4607
2374,13,144,1711
2375,23,90,4517
2376,23,192,2140
2377,10,77,4552
2378,2,61,3999
2379,14,88,1265
2380,30,79,4944
2381,10,33,2234
2382,26,111,3838
2383,17,48,4205
2384,8,35,2551
2385,9,96,2140
2386,8,153,306
2387,9,92,3708
2388,16,25,3380
2389,27,172,2939
2390,15,43,2415
2391,17,102,3306
2392,18,120,3449
2393,22,31,2962
2394,18,107,4813
2395,1,77,2443
2396,21,84,4684
2397,3,49,2252
2398,11,2,2875
2399,26,108,228
2400,20,92,197
2401,23,98,3149
2402,30,167,3847
2403,9,82,2705
2404,9,167,596
2405,25,117,4287
2406,12,87,1825
2407,3,30,3017
2408,27,183,1406
2409,4,196,1217
2410,24,113,4301
2411,11,127,1505
2412,30,91,4177
2413,25,37,435
2414,2,58,3603
2415,14,95,4517
2416,28,182,3519
2417,7,10,3399
2418,26,62,294
2419,24,96,1788
2420,4,117,1181
2421,19,61,3097
2422,17,125,1288
2423,14,11,1185
2424,1,63,3053
2425,9,77,1882
2426,23,111,3876
2427,19,100,3208
2428,1,163,2354
2429,27,42,3981
2430,20,4,3472
2431,11,115,1684
2432,19,79,132
2433,3,145,3490
2434,22,96,222
2435,10,152,2534
2436,21,188,1318
2437,21,127,2138
2438,12,70,2173
2439,19,113,2099
2440,17,68,4428
2441,29,176,288
2442,15,179,358
2443,4,138,3522
2444,13,113,2625
2445,25,123,4718
2446,11,8,1631
2447,16,101,4317
2448,28,19,2203
2449,1,7,365
2450,21,48,1210
2451,12,178,458
2452,26,124,4371
2453,9,98,1791
2454,6,30,773
2455,13,65,4267
2456,16,6,3348
2457,5,48,2129
2458,21,50,1476
2459,26,177,1125
2460,22,122,837
2461,3,72,2914
2462,27,103,884
2463,27,38,225
2464,22,133,1019
2465,7,68,734
2466,2,183,3437
2467,27,106,1587
2468,8,92,2536
2469,3,28,3476
2470,29,4,2012
2471,21,197,2314
2472,6,46,2849
2473,26,18,4476
2474,5,142,178
2475,6,146,4205
2476,23,8,2437
2477,7,120,3673
2478,7,70,2339
2479,28,30,4183
2480,21,102,4058
2481,1,148,956
2482,12,190,896
2483,16,103,3523
2484,6,61,4195
2485,5,68,4653
2486,26,98,1393
2487,12,11,228
2488,4,14,1865
2489,28,5,2980
2490,2,67,3449
2491,28,148,3911
2492,19,182,3506
2493,21,29,4368
2494,24,1,1587
2495,3,20,4369
2496,16,31,3732
2497,27,171,2860
2498,18,86,3199
2499,30,111,4200
2500,29,80,4560
2501,13,26,4327
2502,18,115,3039
2503,14,124,1294
2504,9,137,2378
2505,10,168,3719
2506,1,91,221
2507,25,131,1081
2508,12,142,2789
2509,6,54,1131
2510,8,13,2666
2511,22,51,4135
2512,8,60,3985
2513,3,38,1062
2514,6,13,3407
2515,14,112,3420
2516,14,200,4522
2517,11,112,1472
2518,3,38,3538
2519,7,158,1141
2520,9,22,508
2521,12,61,3562
2522,24,185,1746
2523,20,98,869
2524,17,26,4065
2525,7,9,272
2526,25,37,2882
2527,4,11,4186
2528,6,3,2976
2529,21,147,2752
2530,9,91,612
2531,12,152,4386
2532,6,33,129
2533,18,80,2732
2534,9,128,4839
2535,16,56,4177
2536,24,111,4202
2537,10,188,4608
2538,9,43,4243
2539,15,142,2914
2540,5,23,4757
2541,21,168,2088
2542,19,121,1812
2543,26,75,1853
2544,3,72,828
2545,17,152,3293
2546,6,21,1842
2547,12,116,4626
2548,29,113,992
2549,17,10,1126
2550,19,65,3213
2551,8,13,2747
2552,22,63,1216
2553,9,190,614
2554,8,63,3975
2555,9,182,3690
2556,13,115,1492
2557,3,178,464
2558,21,55,1214
2559,8,109,1986
2560,8,185,4662
2561,18,104,2131
2562,20,170,2245
2563,11,156,1439
2564,29,128,1379
2565,27,157,2005
2566,13,26,3889
2567,4,6,3265
2568,15,56,1196
2569,8,15,3004
2570,10,19,1784
2571,8,167,2203
2572,9,60,862
2573,3,135,3036
2574,24,119,4679
2575,17,176,265
2576,4,196,1799
2577,14,177,2807
2578,16,43,886
2579,26,169,1139
2580,17,122,158
2581,15,126,2630
2582,20,126,2156
2583,2,68,2385
2584,20,141,4925
2585,29,191,4084
2586,27,191,380
2587,5,73,2777
2588,14,167,235
2589,8,3,2516
2590,15,194,3024
2591,19,108,4051
2592,11,37,3871
2593,14,182,1331
2594,24,89,1971
2595,3,115,123
2596,6,190,2193
2597,2,45,608
2598,25,82,2969
2599,10,13,1026
2600,15,180,1527
2601,10,60,3429
2602,12,196,556
2603,14,109,4915
2604,14,89,4247
2605,22,78,3240
2606,8,94,1642
2607,30,81,2073
2608,16,93,1421
2609,2,27,3929
2610,2,11,2844
2611,26,185,2856
2612,20,21,2394
2613,14,17,1931
2614,25,18,3418
2615,22,128,1761
2616,23,87,4494
2617,26,53,1438
2618,19,45,3642
2619,22,123,3790
2620,23,105,143
2621,25,45,3399
2622,13,41,2599
2623,19,15,667
2624,9,78,3592
2625,20,142,287
2626,6,120,4572
2627,14,198,1294
2628,30,21,1889
2629,6,86,3270
2630,28,169,1585
2631,10,73,438
2632,1,144,627
2633,27,167,4709
2634,25,32,947
2635,2,17,365
2636,3,89,826
2637,19,33,3325
2638,21,55,351
2639,7,159,671
2640,11,22,4190
2641,30,99,2612
2642,29,31,598
2643,10,42,4410
2644,10,141,1876
2645,30,68,2154
2646,17,181,3985
2647,13,159,3348
2648,11,35,719
2649,29,114,4488
2650,19,177,1340
2651,18,10,4600
2652,19,189,1843
2653,4,166,506
2654,9,72,4976
2655,29,133,775
2656,6,53,2633
2657,16,137,1337
2658,28,193,1364
2659,10,41,3214
2660,14,62,1325
2661,10,169,843
2662,5,155,1863
2663,19,24,2837
2664,4,23,593
2665,8,194,119
2666,6,122,3289
2667,4,116,929
2668,14,149,1171
2669,19,16,1746
2670,5,176,2941
2671,23,194,3307
2672,9,4,3608
2673,13,138,4854
2674,25,68,2021
2675,23,146,2981
2676,25,40,2566
2677,21,75,121
2678,18,128,3686
2679,24,70,4061
2680,1,17,3220
2681,24,131,2765
2682,19,156,4524
2683,25,34,4009
2684,25,197,3983
2685,7,132,2868
2686,27,127,836
2687,26,46,519
2688,24,177,4453
2689,28,112,4962
2690,22,41,3326
2691,23,34,3477
2692,1,29,2074
2693,6,167,1135
2694,11,95,2115
2695,26,188,2049
2696,29,15,1717
2697,22,27,4783
2698,26,52,2657
2699,3,193,1400
2700,13,122,3511
2701,3,33,2298
2702,17,55,3256
2703,28,110,4746
2704,9,200,4015
2705,27,71,3998
2706,7,37,2947
2707,9,13,896
2708,16,30,4057
2709,6,69,3451
2710,8,155,2964
2711,11,88,1271
2712,22,107,2364
2713,7,23,2065
2714,25,171,480
2715,22,24,605
2716,10,183,2563
2717,15,80,3980
2718,6,123,2345
2719,26,87,2687
2720,14,142,4941
2721,7,61,4641
2722,20,104,2122
2723,6,66,1062
2724,24,163,4159
2725,8,100,3256
2726,23,81,750
2727,1,1,4645
2728,19,166,134
2729,26,148,1625
2730,30,59,2459
2731,16,134,463
2732,28,61,4390
2733,20,181,1948
2734,5,136,3718
2735,21,23,2580
2736,10,2,2948
2737,22,114,3087
2738,24,106,4510
2739,24,60,3579
2740,19,159,2318
2741,29,134,2673
2742,10,107,2274
2743,26,197,2599
2744,2,34,4754
2745,18,190,4078
2746,12,113,1014
2747,19,21,777
2748,25,85,1478
2749,25,106,2615
2750,18,121,1054
2751,7,107,4375
2752,28,80,661
2753,11,53,3645
2754,26,94,1757
2755,8,103,4903
2756,16,129,2009
2757,21,137,4187
2758,6,59,2126
2759,8,17,700
2760,4,129,3818
2761,23,128,4387
2762,25,15,1763
2763,20,30,301
2764,13,77,4934
2765,29,43,402
2766,26,126,3320
2767,27,115,4587
2768,1,164,1816
2769,5,152,772
2770,13,151,245
2771,1,38,419
2772,24,96,2406
2773,28,42,3499
2774,15,112,4904
2775,5,91,2686
2776,13,73,450
2777,26,81,642
2778,6,32,1533
2779,28,83,1198
2780,2,68,340
2781,3,79,665
2782,4,116,1664
2783,2,76,2025
2784,19,35,4493
2785,13,18,3365
2786,19,131,3273
2787,4,131,398
2788,10,30,2892
2789,14,118,633
2790,10,66,3473
2791,21,177,1176
2792,25,26,2741
2793,6,25,1739
2794,4,168,1043
2795,1,12,2314
2796,25,34,286
2797,20,94,2023
2798,7,27,3178
2799,25,70,1055
2800,10,27,4510
2801,1,26,2947
2802,26,25,1480
2803,27,94,2149
2804,18,135,2866
2805,27,175,3227
2806,12,145,2855
2807,3,55,3735
2808,1,134,970
2809,14,83,1753
2810,9,187,4000
2811,19,87,4543
2812,29,109,4937
2813,24,12,2788
2814,3,49,4674
2815,12,52,3923
2816,25,138,1732
2817,2,1,1537
2818,5,135,1042
2819,23,101,1224
2820,16,78,466
2821,21,77,4706
2822,16,189,3766
2823,21,179,2021
2824,29,44,935
2825,22,89,4908
2826,7,104,1399
2827,18,100,3811
2828,10,6,1589
2829,3,170,4100
2830,27,94,462
2831,2,197,4359
2832,3,94,2155
2833,27,31,2086
2834,22,191,1350
2835,3,121,399
2836,30,186,760
2837,18,106,3923
2838,22,36,4329
2839,1,20,1233
2840,7,186,1369
2841,26,48,3883
2842,15,39,4160
2843,17,178,2297
2844,17,164,510
2845,1,169,1035
2846,6,140,175
2847,4,1,1046
2848,29,182,2100
2849,18,116,3958
2850,15,40,3721
2851,14,128,2430
2852,30,179,4420
2853,27,42,1445
2854,7,154,3842
2855,16,35,3613
2856,30,184,2648
2857,20,26,197
2858,20,16,1960
2859,12,28,4344
2860,23,74,3280
2861,9,65,913
2862,1,131,4254
2863,17,179,4161
2864,23,34,2549
2865,16,159,647
2866,30,182,3227
2867,21,144,4410
2868,11,116,3203
2869,9,105,2632
2870,26,103,521
2871,30,88,3799
2872,8,75,2375
2873,15,160,3190
2874,3,70,4879
2875,9,193,4364
2876,23,128,578
2877,23,24,3118
2878,28,57,3378
2879,30,167,2869
2880,30,14,641
2881,21,27,815
2882,28,51,3872
2883,5,15,234
2884,25,28,4489
2885,27,120,136
2886,24,188,3059
2887,25,76,4794
2888,9,80,4557
2889,28,41,618
2890,28,159,542
2891,3,91,388
2892,12,17,606
2893,7,174,3755
2894,21,151,1145
2895,12,137,1049
2896,25,168,4843
2897,19,40,739
2898,24,108,1691
2899,29,91,1253
2900,4,101,3040
2901,26,140,4107
2902,22,18,4214
2903,11,40,940
2904,9,102,1657
2905,22,32,166
2906,13,147,2162
2907,21,110,2441
2908,24,94,3269
2909,10,48,4579
2910,21,29,2898
2911,25,184,3679
2912,7,186,4231
2913,6,153,4489
2914,4,30,4972
2915,28,83,2802
2916,11,26,637
2917,14,183,4900
2918,10,119,2675
2919,21,84,4301
2920,20,75,1045
2921,13,68,3049
2922,25,21,1312
2923,28,28,1468
2924,14,68,956
2925,24,54,4359
2926,2,157,4116
2927,30,103,1332
2928,9,162,4352
2929,27,127,851
2930,14,197,1115
2931,9,147,3773
2932,13,42,180
2933,4,127,421
2934,10,30,2615
2935,5,79,744
2936,22,198,501
2937,17,96,3234
2938,21,105,1091
2939,24,56,347
2940,20,125,3879
2941,4,41,4471
2942,5,190,558
2943,30,36,1246
2944,21,75,1746
2945,26,170,1677
2946,6,2,4793
2947,15,68,2514
2948,11,92,609
2949,24,122,4989
2950,3,125,1435
